ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa
2004,AG104115,Florestal,Faro,Monchique,Marmelete,Pé do Frio de Baixo,80902,155621,38741,2004-07-16,00:47:00,2004-07-16,02:40:00,2004-07-16,00:47:00,117,PT15010902,0,0.0015,0,0.0015,0.0015,0,0,0,1,0,0,,,4,Intencional
2004,AG10412,Agrícola,Faro,Loulé,Quarteira,Pereiras,80805,207004,14587,2004-04-15,16:37:00,2004-04-15,18:05:00,2004-04-15,16:50:00,117,PT15010805,0,0,0.01,0,0.01,0,0,0,0,0,1,,,,
2004,AG104132,Florestal,Faro,Faro,Santa Bárbara de Nexe,GUILHIM,80503,217784,15064,2004-07-24,23:02:00,2004-07-25,00:55:00,2004-07-24,23:02:00,117,PT15010503,0,0.03,0,0.03,0.03,0,0,0,1,0,0,,,6,Desconhecida
2004,AG104118,Florestal,Faro,Monchique,Monchique,MONCHIQUE,80903,162482,39303,2004-07-18,14:28:00,2004-07-18,16:15:00,2004-07-18,14:28:00,117,PT15010903,0.009,0,0,0.009,0.009,0,0,0,1,0,0,,,4,Intencional
2004,AG104126,Florestal,Faro,Monchique,Monchique,Cavada,80903,164499,36106,2004-07-22,22:33:00,2004-07-23,00:35:00,2004-07-22,22:33:00,Outros,PT15010903,0.005,0,0,0.005,0.005,0,0,0,1,0,0,,,4,Intencional
2004,AG104106,Agrícola,Faro,Silves,Tunes,Tunes (IC.1),81308,188955,22293,2004-07-13,02:11:00,2004-07-13,03:43:00,2004-07-13,02:11:00,117,PT15011308,0,0,0.2,0,0.2,0,0,0,0,0,1,,,,
2004,AG104174,Florestal,Faro,Vila Real de Santo António,Monte Gordo,Hortas,81603,261283,25016,2004-08-12,15:07:00,2004-08-13,18:09:00,2004-08-12,15:07:00,117,PT15011603,0,0.065,0,0.065,0.065,0,0,0,1,0,0,,,,
2004,AG104181,Florestal,Faro,São Brás de Alportel,São Brás de Alportel,Bicas da Serra,81201,218405,26057,2004-08-16,13:14:00,2004-08-16,14:00:00,2004-08-16,13:14:00,117,PT15011201,0.0001,0,0,0.0001,0.0001,0,0,0,1,0,0,,,,
2004,AG104124,Florestal,Faro,Lagoa,Parchal,Parchal,80606,165848,19283,2004-07-21,12:44:00,2004-07-21,15:44:00,2004-07-21,12:44:00,117,PT15010606,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,
2004,AG104136,Florestal,Faro,Vila Real de Santo António,Monte Gordo,Monte Gordo,81603,260583,24051,2004-07-25,18:43:00,2004-07-25,20:55:00,2004-07-25,18:43:00,Outros,PT15011603,0,0.015,0,0.015,0.015,0,0,0,1,0,0,,,4,Intencional
2004,AG104144,Agrícola,Faro,Lagos,Lagos (são Sebastião),Zimbreira,80706,151894,16142,2004-07-27,14:25:00,2004-07-27,19:30:00,2004-07-27,14:25:00,Populares,PT15010706,0,0,1.5,0,1.5,0,0,0,0,0,1,,,6,Desconhecida
2004,AG104143,Florestal,Faro,Lagoa,Ferragudo,FERRAGUDO,80602,165560,17659,2004-07-27,13:25:00,2004-07-27,15:30:00,2004-07-27,13:25:00,Outros,PT15010602,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,,
2004,AG104120,Florestal,Faro,Aljezur,Rogil,Rogil,80304,140933,45223,2004-07-19,11:42:00,2004-07-19,13:25:00,2004-07-19,11:42:00,Populares,PT15010304,0.05,0,0,0.05,0.05,0,0,0,1,0,0,,SUDOESTE ALENTEJANO E COSTA VICENTINA,,
2004,AG104151,Florestal,Faro,Monchique,Alferce,Fornalha,80901,166594,37120,2004-07-29,00:23:00,2004-07-29,05:00:00,2004-07-29,00:23:00,Populares,PT15010901,3,0,0,3,3,0,0,0,0,1,0,,,4,Intencional
2004,AG104121,Florestal,Faro,Monchique,Monchique,PICOTA,80903,164663,38040,2004-07-19,15:00:00,2004-07-19,20:15:00,2004-07-19,15:02:00,PV,PT15010903,1,0,0,1,1,0,0,0,0,1,0,,,6,Desconhecida
2004,AG104130,Agrícola,Faro,Portimão,Mexilhoeira Grande,Alcalar,81102,159428,25804,2004-07-24,12:22:00,2004-07-24,14:50:00,2004-07-24,12:22:00,Outros,PT15011102,0,0,0.05,0,0.05,0,0,0,0,0,1,,,6,Desconhecida
2004,AG104157,Florestal,Faro,Monchique,Monchique,Arqueta,80903,161230,35316,2004-06-26,06:13:00,2004-06-26,10:25:00,2004-06-26,06:13:00,117,PT15010903,1.2,0,0,1.2,1.2,0,0,0,0,1,0,,,,
2004,AG104134,Florestal,Faro,Monchique,Monchique,Barranco Silvestre,80903,157175,37538,2004-07-25,09:39:00,2004-08-03,14:00:00,2004-07-25,09:41:00,117,PT15010903,618.2,460.34,0,1078.54,1078.54,1,0,0,0,1,0,,,,
2004,AG104171,Florestal,Faro,São Brás de Alportel,São Brás de Alportel,Extensão de Águas Frias,81201,219958,23392,2004-08-01,17:45:00,2004-08-03,20:00:00,2004-08-01,17:45:00,PV,PT15011201,2521.1,262.6,191.1,2783.7,2974.7999999999997,0,0,0,0,1,0,,,,
2004,AG104209,Florestal,Faro,Monchique,Alferce,Corte Grande,80901,166687,38450,2004-08-27,18:58:00,2004-08-28,15:48:00,2004-08-27,18:58:00,Populares,PT15010901,0.03,0,0,0.03,0.03,0,0,0,1,0,0,,,,
2004,AG104145,Florestal,Faro,Olhão,Moncarapacho,Caliços,81002,230180,14221,2004-07-27,21:18:00,2004-07-27,22:40:00,2004-07-27,21:18:00,117,PT15011002,0,0.002,0,0.002,0.002,0,0,0,1,0,0,,,,
2004,AG104167,Florestal,Faro,Vila Real de Santo António,Vila Nova de Cacela,Extensão de Corte Pequena,81601,252099,21451,2004-07-26,12:50:00,2004-07-26,21:40:00,2004-07-26,12:50:00,117,PT15011601,165.6,367.8,724.5,533.4,1257.9,0,0,0,0,1,0,,RIA FORMOSA,,
2004,AG104158,Florestal,Faro,Tavira,Santo Estêvão,Cavada,81407,233738,18378,2004-08-05,18:49:00,2004-08-05,22:10:00,2004-08-05,18:49:00,117,PT15011407,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,6,Desconhecida
2004,AG104216,Florestal,Faro,Silves,Algoz,Algoz,81302,184889,22463,2004-08-31,14:12:00,2004-08-31,17:35:00,2004-08-31,14:12:00,117,PT15011302,0,1,0,1,1,0,0,0,0,1,0,,,,
2004,AG104188,Florestal,Faro,Loulé,Loulé (são Sebastião),São Sebastião,80809,209483,19428,2004-07-01,15:25:00,2004-07-01,20:34:00,2004-07-01,15:25:00,117,PT15010809,0,1.5,0,1.5,1.5,0,0,0,0,1,0,,,,
2004,AG104160,Florestal,Faro,Silves,São Bartolomeu de Messines,Semedeiro de Cima,81305,182160,36528,2004-08-05,09:20:00,2004-08-05,11:40:00,2004-08-05,09:20:00,117,PT15011305,0.5,0,0,0.5,0.5,0,0,0,1,0,0,,,227,Negligente
2004,AG104223,Florestal,Faro,Silves,Algoz,Foral,81302,188880,25686,2004-09-10,12:15:00,2004-09-10,18:00:00,2004-09-10,12:15:00,Populares,PT15011302,0,1.5,0,1.5,1.5,0,0,0,0,1,0,,,,
2004,AG104166,Florestal,Faro,Castro Marim,Odeleite,Corte Pequena,80403,248080,39752,2004-07-25,15:55:00,2004-07-26,19:55:00,2004-07-25,15:55:00,117,PT15010403,699.8,2398.2,2534.1,3098,5632.1,0,0,0,0,1,0,,,4,Intencional
2004,AG104193,Florestal,Faro,Monchique,Marmelete,MARMELETE,80902,152714,38280,2004-08-23,22:34:00,2004-08-24,02:37:00,2004-08-23,22:34:00,Populares,PT15010902,1,0,0,1,1,0,0,0,0,1,0,,,,
2004,AG104232,Florestal,Faro,Loulé,Alte,Soidos de Baixo,80802,196966,31061,2004-09-18,03:05:00,2004-09-18,09:20:00,2004-09-18,03:05:00,117,PT15010802,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,6,Desconhecida
2004,AG104201,Florestal,Faro,Silves,Algoz,ALGOZ,81302,184804,22009,2004-08-25,03:45:00,2004-08-25,05:54:00,2004-08-25,03:46:00,117,PT15011302,0.3,0,0,0.3,0.3,0,0,0,1,0,0,,,,
2004,AG104244,Florestal,Faro,Olhão,Olhão,Olhão,81003,226097,7220,2004-10-02,13:49:00,2004-10-02,14:30:00,2004-10-02,13:49:00,117,PT15011003,0.0005,0,0,0.0005,0.0005,0,0,0,1,0,0,,,,
2004,AG10419,Agrícola,Faro,Tavira,Santo Estêvão,Poço do Vale,81407,235427,17329,2004-04-29,15:35:00,2004-04-29,16:35:00,2004-04-29,15:35:00,117,PT15011407,0,0,0.05,0,0.05,0,0,0,0,0,1,,,,
2004,AG104110,Florestal,Faro,Olhão,Moncarapacho,Laranjeiro,81002,229207,11086,2004-07-14,12:10:00,2004-07-14,19:18:00,2004-07-14,12:13:00,117,PT15011002,0,2,0,2,2,0,0,0,0,1,0,,,,
2004,AG104172,Florestal,Faro,Castro Marim,Odeleite,Fonte de Zambujo (extensão),80403,257255,41070,2004-07-25,19:40:00,2004-07-26,01:10:00,2004-07-25,19:40:00,117,PT15010403,297.3,1026.4,1080.9,1323.7,2404.6000000000004,0,0,0,0,1,0,,,,
2004,AG104180,Florestal,Faro,Albufeira,Albufeira,Corrieira,80101,189446,13581,2004-08-15,01:48:00,2004-08-15,03:19:00,2004-08-15,01:48:00,Outros,PT15010101,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2004,AG10413,Florestal,Faro,Aljezur,Aljezur,Alfaical,80301,141801,41705,2004-04-17,19:02:00,2004-04-17,20:37:00,2004-04-17,19:02:00,117,PT15010301,0.05,0,0,0.05,0.05,0,0,0,1,0,0,,,,
2004,AG104141,Florestal,Faro,Olhão,Moncarapacho,Marim,81002,229329,8811,2004-07-26,19:40:00,2004-07-26,20:11:00,2004-07-26,19:40:00,117,PT15011002,0,0.0001,0,0.0001,0.0001,0,0,0,1,0,0,,,,
2004,AG104113,Florestal,Faro,Castro Marim,Castro Marim,Retur,80402,258451,24179,2004-07-15,16:59:00,2004-07-15,18:07:00,2004-07-15,16:59:00,Populares,PT15010402,0,0.0005,0,0.0005,0.0005,0,0,0,1,0,0,,,,
2004,AG104202,Florestal,Faro,Silves,Algoz,ALGOZ,81302,184804,22009,2004-08-25,00:41:00,2004-08-25,03:30:00,2004-08-25,00:41:00,117,PT15011302,0.03,0,0,0.03,0.03,0,0,0,1,0,0,,,11,Negligente
2004,AG104119,Florestal,Faro,Alcoutim,Vaqueiros,Galaxes,80205,241971,41844,2004-07-19,06:02:00,2004-07-19,10:20:00,2004-07-19,06:02:00,117,PT15010205,2,0,0,2,2,0,0,0,0,1,0,,,,
2004,AG104190,Florestal,Faro,Alcoutim,Alcoutim,Larangeiras,80201,258495,56220,2004-06-17,14:26:00,2004-06-18,03:30:00,2004-06-17,14:26:00,117,PT15010201,3,4,5.5,7,12.5,0,0,0,0,1,0,,,,
2004,AG104203,Florestal,Faro,Castro Marim,Azinhal,Sentinela,80401,256213,36790,2004-08-25,16:04:00,2004-08-25,18:35:00,2004-08-25,16:04:00,117,PT15010401,2,0,0,2,2,0,0,0,0,1,0,,,,
2004,AG104245,Florestal,Faro,Loulé,Quarteira,Semino,80805,202666,11814,2004-10-02,18:02:00,2004-10-02,20:26:00,2004-10-02,18:02:00,117,PT15010805,1,0,0,1,1,0,0,0,0,1,0,,,,
2004,AG104142,Florestal,Faro,Lagoa,Ferragudo,FERRAGUDO,80602,165560,17659,2004-07-27,06:20:00,2004-07-27,07:08:00,2004-07-27,06:20:00,Outros,PT15010602,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2004,AG104114,Florestal,Faro,Monchique,Monchique,Portela dos Caibros,80903,164239,46251,2004-07-15,23:50:00,2004-07-16,01:23:00,2004-07-15,23:50:00,PV,PT15010903,0.005,0,0,0.005,0.005,0,0,0,1,0,0,,,4,Intencional
2004,AG104116,Florestal,Faro,Silves,Silves,Monte Branco,81307,172597,25674,2004-07-17,20:56:00,2004-07-17,23:59:00,2004-07-17,20:56:00,117,PT15011307,1,0,0,1,1,0,0,0,0,1,0,,,15,Negligente
2004,AG104138,Florestal,Faro,Olhão,Pechão,PECHÃO,81004,223148,9991,2004-07-26,01:13:00,2004-07-26,07:00:00,2004-07-26,01:13:00,117,PT15011004,0,2,0,2,2,0,0,0,0,1,0,,,6,Desconhecida
2004,AG104149,Florestal,Faro,Vila Real de Santo António,Monte Gordo,Monte Gordo,81603,260583,24051,2004-07-28,20:07:00,2004-07-28,21:52:00,2004-07-28,20:07:00,Outros,PT15011603,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,
2004,AG104204,Florestal,Faro,Monchique,Monchique,Jardim das Oliveiras,80903,162526,39285,2004-08-26,01:19:00,2004-08-26,22:37:00,2004-08-26,01:19:00,PV,PT15010903,1,0,0,1,1,0,0,0,0,1,0,,,,
2004,AG10417,Agrícola,Faro,Albufeira,Albufeira,ALBUFEIRA,80101,189446,13581,2004-04-27,16:50:00,2004-04-27,17:06:00,2004-04-27,16:50:00,117,PT15010101,0,0,0.003,0,0.003,0,0,0,0,0,1,,,,
2004,AG104211,Florestal,Faro,Portimão,Alvor,Praia do Alemão,81101,159022,18339,2004-08-29,14:55:00,2004-08-29,16:50:00,2004-08-29,14:55:00,117,PT15011101,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,,
2004,AG10414,Agrícola,Faro,Albufeira,Albufeira,ALBUFEIRA,80101,189446,13581,2004-04-22,15:43:00,2004-04-22,16:24:00,2004-04-22,15:43:00,117,PT15010101,0,0,0.005,0,0.005,0,0,0,0,0,1,,,,
2004,AG104173,Florestal,Faro,Monchique,Alferce,ALFERCE,80901,168404,40896,2004-08-06,18:53:00,2004-08-06,20:12:00,2004-08-06,18:53:00,117,PT15010901,0.006,0,0,0.006,0.006,0,0,0,1,0,0,,,,
2004,AG104148,Florestal,Faro,Portimão,Mexilhoeira Grande,Pegos Verdes,81102,157244,21541,2004-07-28,14:22:00,2004-07-29,01:57:00,2004-07-28,14:22:00,117,PT15011102,2,31.4,2,33.4,35.4,0,0,0,0,1,0,,,6,Desconhecida
2004,AG10420,Agrícola,Faro,Aljezur,Aljezur,Carriçal,80301,138213,39857,2004-04-29,20:06:00,2004-04-29,21:47:00,2004-04-29,20:11:00,117,PT15010301,0,0,0.005,0,0.005,0,0,0,0,0,1,,SUDOESTE ALENTEJANO E COSTA VICENTINA,,
2004,AG104228,Florestal,Faro,Loulé,Salir,Alcaria,80807,205785,31111,2004-09-14,15:17:00,2004-09-14,23:59:00,2004-09-14,15:21:00,117,PT15010807,4,0,0,4,4,0,0,0,0,1,0,,,6,Desconhecida
2004,AG104176,Florestal,Faro,Monchique,Monchique,Ladeira,80903,159349,36159,2004-08-12,23:20:00,2004-08-13,00:50:00,2004-08-12,23:20:00,Outros,PT15010903,0.0001,0,0,0.0001,0.0001,0,0,0,1,0,0,,,129,Negligente
2004,AG104177,Florestal,Faro,Faro,Conceição,Chaveca,80501,220347,11703,2004-08-14,02:48:00,2004-08-14,04:15:00,2004-08-14,02:48:00,Outros,PT15010501,0.005,0,0,0.005,0.005,0,0,0,1,0,0,,,6,Desconhecida
2004,AG104117,Agrícola,Faro,Loulé,Boliqueime,NÓ BOLIQUEIME,80804,197694,18646,2004-07-18,18:20:00,2004-07-18,20:45:00,2004-07-18,18:20:00,Populares,PT15010804,0,0,0.005,0,0.005,0,0,0,0,0,1,,,6,Desconhecida
2004,AG104250,Florestal,Faro,Faro,Estoi,Vale da Galega,80502,221190,14380,2004-10-04,19:55:00,2004-10-04,23:10:00,2004-10-04,19:57:00,117,PT15010502,0,0.035,0,0.035,0.035,0,0,0,1,0,0,,,,
2004,AG104262,Florestal,Faro,Faro,Santa Bárbara de Nexe,MEDRONHAL,80503,216882,12403,2004-11-24,16:36:00,2004-11-24,17:48:00,2004-11-24,16:36:00,117,PT15010503,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,
2004,AG10415,Agrícola,Faro,Castro Marim,Azinhal,Barreiros,80401,252064,37751,2004-04-23,15:20:00,2004-04-23,18:00:00,2004-04-23,15:20:00,117,PT15010401,0,0,0.05,0,0.05,0,0,0,0,0,1,,,,
2004,AG104233,Florestal,Faro,Loulé,Benafim,Sobradinho,80810,200784,35304,2004-09-18,03:45:00,2004-09-18,08:44:00,2004-09-18,03:45:00,117,PT15010810,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2004,AG104263,Florestal,Faro,Faro,Santa Bárbara de Nexe,MEDRONHAL,80503,216882,12403,2004-11-25,17:39:00,2004-11-25,19:08:00,2004-11-25,17:39:00,Populares,PT15010503,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,,
2004,AG104178,Florestal,Faro,Faro,Montenegro,Monte Negro,80506,215226,7261,2004-08-14,20:58:00,2004-08-14,22:38:00,2004-08-14,20:58:00,117,PT15010506,0.05,0,0,0.05,0.05,0,0,0,1,0,0,,,,
2004,AG104246,Florestal,Faro,Tavira,Santa Catarina Da Fonte Do Bispo,Morenos,81404,235595,23994,2004-10-03,12:23:00,2004-10-03,14:30:00,2004-10-03,12:23:00,117,PT15011404,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2004,AG10436,Florestal,Faro,Portimão,Portimão,PORTIMÃO,81103,164114,19507,2004-06-11,16:43:00,2004-06-11,17:33:00,2004-06-11,16:43:00,117,PT15011103,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2004,AG10448,Florestal,Faro,Albufeira,Albufeira,Areias de São João,80101,191624,14043,2004-06-18,04:40:00,2004-06-18,06:50:00,2004-06-18,05:00:00,117,PT15010101,0,0.05,0,0.05,0.05,0,0,0,1,0,0,,,,
2004,AG1045,Florestal,Faro,Lagos,Bensafrim,BENSAFRIM,80702,146621,21270,2004-03-08,19:06:00,2004-03-08,19:54:00,2004-03-08,19:06:00,117,PT15010702,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,,
2004,AG104251,Florestal,Faro,Silves,São Marcos da Serra,Monte das Pitas,81306,181600,41082,2004-10-06,00:29:00,2004-10-06,03:18:00,2004-10-06,00:31:00,117,PT15011306,0,5,0,5,5,0,0,0,0,1,0,,,,
2004,AG10450,Florestal,Faro,Monchique,Marmelete,Cernada,80902,154979,39318,2004-06-18,15:43:00,2004-06-18,19:06:00,2004-06-18,15:43:00,117,PT15010902,0.45,0,0,0.45,0.45,0,0,0,1,0,0,,,,
2004,AG104152,Florestal,Faro,Loulé,Quarteira,Cascalheira,80805,205528,14971,2004-07-30,16:22:00,2004-07-30,20:29:00,2004-07-30,16:22:00,117,PT15010805,0.006,0,0,0.006,0.006,0,0,0,1,0,0,,,,
2004,AG104155,Florestal,Faro,Aljezur,Bordeira,Espinhaço de Cão,80302,142765,28000,2004-08-03,22:34:00,2004-08-04,00:34:00,2004-08-03,22:34:00,Populares,PT15010302,0,0.05,0,0.05,0.05,0,0,0,1,0,0,,,145,Negligente
2004,AG104186,Florestal,Faro,Alcoutim,Vaqueiros,VAQUEIROS,80205,235806,46529,2004-08-18,20:24:00,2004-08-19,00:45:00,2004-08-18,20:24:00,117,PT15010205,1,0,0,1,1,0,0,0,0,1,0,,,,
2004,AG10416,Agrícola,Faro,Tavira,Santo Estêvão,Poço do Vale,81407,235427,17329,2004-04-26,12:51:00,2004-04-26,13:42:00,2004-04-26,12:53:00,117,PT15011407,0,0,0.15,0,0.15,0,0,0,0,0,1,,,,
2004,AG104169,Florestal,Faro,Loulé,Alte,Águas Frias de Baixo,80802,196003,39048,2004-07-26,16:15:00,2004-07-30,22:30:00,2004-07-26,16:15:00,PV,PT15010802,10757.6,2049.8,1700.7,12807.400000000001,14508.100000000002,0,0,0,0,1,0,,,6,Desconhecida
2004,AG10421,Florestal,Faro,Lagoa,Carvoeiro,Salicos,80605,172545,15931,2004-05-16,14:21:00,2004-05-16,15:03:00,2004-05-16,14:21:00,117,PT15010605,0,0.05,0,0.05,0.05,0,0,0,1,0,0,,,,
2004,AG104189,Florestal,Faro,Faro,Montenegro,Monte Negro,80506,215226,7261,2004-08-20,21:47:00,2004-08-20,22:16:00,2004-08-20,21:47:00,Populares,PT15010506,0,0.0002,0,0.0002,0.0002,0,0,0,1,0,0,,,,
2004,AG10426,Florestal,Faro,Silves,São Marcos da Serra,Corte,81306,183660,46844,2004-05-31,16:26:00,2004-05-31,17:45:00,2004-05-31,16:26:00,117,PT15011306,2,0,0,2,2,0,0,0,0,1,0,,,,
2004,AG10442,Florestal,Faro,Loulé,Almansil,Quinta do Lago,80801,208670,8478,2004-06-13,12:37:00,2004-06-13,14:36:00,2004-06-13,12:37:00,117,PT15010801,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,
2004,AG10470,Florestal,Faro,Albufeira,Olhos de Água,Olhos de Água,80105,194971,14154,2004-06-29,02:31:00,2004-06-29,03:10:00,2004-06-29,02:31:00,Outros,PT15010105,0,0.007,0,0.007,0.007,0,0,0,1,0,0,,,,
2004,AG10449,Florestal,Faro,Loulé,Quarteira,Vilamoura,80805,201990,13612,2004-06-18,15:32:00,2004-06-18,16:42:00,2004-06-18,15:32:00,117,PT15010805,0,0.04,0,0.04,0.04,0,0,0,1,0,0,,,,
2004,AG104230,Agrícola,Faro,Loulé,Tôr,Ponte de Tôr,80811,209040,25193,2004-09-16,12:34:00,2004-09-17,00:15:00,2004-09-16,12:42:00,117,PT15010811,0,0,0.5,0,0.5,0,0,0,0,0,1,,,6,Desconhecida
2004,AG10418,Florestal,Faro,Tavira,Tavira (santa Maria),VALE CÔVO,81405,242228,31382,2004-04-27,17:31:00,2004-04-27,20:15:00,2004-04-27,17:34:00,117,PT15011405,0,0.25,0,0.25,0.25,0,0,0,1,0,0,,,,
2004,AG10472,Florestal,Faro,Tavira,Conceição,Estorninhos,81402,245799,28419,2004-06-29,18:19:00,2004-06-29,20:20:00,2004-06-29,18:19:00,117,PT15011402,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,,
2004,AG104183,Florestal,Faro,Vila Real de Santo António,Monte Gordo,Hortas,81603,261283,25016,2004-08-17,16:06:00,2004-08-17,16:40:00,2004-08-17,16:06:00,117,PT15011603,0,0.0005,0,0.0005,0.0005,0,0,0,1,0,0,,,,
2004,AG104196,Florestal,Faro,Faro,Estoi,ESTOI,80502,221190,14380,2004-08-24,13:29:00,2004-08-24,15:25:00,2004-08-24,13:29:00,Populares,PT15010502,0.05,0,0,0.05,0.05,0,0,0,1,0,0,,,,
2004,AG104252,Florestal,Faro,Monchique,Monchique,Caldas de Monchique,80903,162652,35434,2004-10-07,16:16:00,2004-10-08,22:35:00,2004-10-07,16:16:00,117,PT15010903,2,0,0,2,2,0,0,0,0,1,0,,,,
2004,AG104229,Florestal,Faro,Olhão,Quelfes,Bairro dos Pescadores,81005,226950,7761,2004-09-14,20:57:00,2004-09-14,21:46:00,2004-09-14,20:57:00,117,PT15011005,0,0.0005,0,0.0005,0.0005,0,0,0,1,0,0,,,,
2004,AG104269,Florestal,Faro,Aljezur,Aljezur,Alfambras,80301,141801,41705,2004-12-23,02:12:00,2004-12-23,04:00:00,2004-12-23,02:12:00,Populares,PT15010301,0.01,0,0,0.01,0.01,0,0,0,1,0,0,,,,
2004,AG104215,Florestal,Faro,Lagoa,Lagoa,PINHEIRO,80603,171641,18828,2004-08-30,20:03:00,2004-08-30,20:26:00,2004-08-30,20:03:00,117,PT15010603,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2004,AG104239,Florestal,Faro,Vila Real de Santo António,Monte Gordo,MONTE GORDO,81603,261173,24176,2004-09-22,18:10:00,2004-09-22,19:48:00,2004-09-22,18:10:00,117,PT15011603,0.0819,0,0,0.0819,0.0819,0,0,0,1,0,0,Dunas de Vila Real de Santo António,,4,Intencional
2004,AG104198,Florestal,Faro,Silves,Algoz,Aldeia da Serra,81302,183707,21277,2004-08-24,14:55:00,2004-08-24,19:20:00,2004-08-24,14:55:00,117,PT15011302,1,0,0,1,1,0,0,0,0,1,0,,,4,Intencional
2004,AG10473,Florestal,Faro,São Brás de Alportel,São Brás de Alportel,Corte,81201,216887,23934,2004-06-30,14:17:00,2004-06-30,19:24:00,2004-06-30,14:17:00,PV,PT15011201,0,1,0,1,1,0,0,0,0,1,0,,,,
2004,AG104147,Agrícola,Faro,Silves,Armação de Pêra,ARMAÇÃO DE PERA,81303,179933,15190,2004-07-28,04:55:00,2004-07-28,08:25:00,2004-07-28,04:55:00,117,PT15011303,0,0,0.06,0,0.06,0,0,0,0,0,1,,,6,Desconhecida
