ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa,regiao_prof,ugf
2013,DM2131785,Florestal,Porto,Marco de Canaveses,Várzea do Douro,MOIRIM,130728,188200,457699,2013-07-10,15:18:00,2013-07-10,19:16:00,2013-07-10,15:30:00,PV,PT11050928,0,0.02,0,0.02,0.02,1,0,0,1,0,0,,,711,Reacendimento,Entre Douro e Minho,Tâmega
2013,BI113253,Queimada,Guarda,Guarda,Valhelhas,Cilindro,90747,261799,382199,2013-07-10,15:10:00,2013-07-10,17:20:00,2013-07-10,15:22:00,Sapadores,PT12080447,0,0,0.07,0,0.07,0,1,0,0,0,0,,SERRA DA ESTRELA,121,Negligente,Beira Interior,Beira Interior Norte
2013,RO113373,Florestal,Santarém,Ourém,Fátima,Cova da Iria,142106,151809,296335,2013-07-10,15:58:00,2013-07-10,18:20:00,2013-07-10,16:08:00,Outros,PT13041106,0,0.0794,0,0.0794,0.0794,0,0,0,1,0,0,,,151,Negligente,Ribatejo e Oeste,Ribatejo
2013,BL113434,Florestal,Viseu,Cinfães,São Cristóvão de Nogueira,Valbom,180413,199299,454799,2013-07-10,16:16:00,2013-07-10,20:53:00,2013-07-10,16:30:00,Populares,PT11050613,1.5,1.5,0,3,3,0,0,0,0,1,0,,,448,Intencional,Entre Douro e Minho,Tâmega
2013,DM413609,Florestal,Braga,Póvoa de Lanhoso,Sobradelo da Goma,L. CARREIRA (M5),30925,196639,509917,2013-07-10,16:23:00,2013-07-10,20:00:00,2013-07-10,16:27:00,Populares,PT11030325,0,1,0,1,1,1,0,0,0,1,0,,,711,Reacendimento,Entre Douro e Minho,Baixo Minho
2013,RO313501,Florestal,Setúbal,Seixal,Corroios,R. PATEIRA DE FERMENTELOS FRT AO Nº26,151005,111267,179675,2013-07-10,16:56:00,2013-07-10,17:55:00,2013-07-10,17:06:00,Populares,PT13030705,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,236,Negligente,Ribatejo e Oeste,AML
2013,AG113279,Florestal,Faro,Faro,São Pedro,Pontes de Marchil,80504,216300,7699,2013-07-10,17:53:00,2013-07-10,18:17:00,2013-07-10,18:00:00,117,PT15010504,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,152,Negligente,Algarve,Algarve
2013,TM113335,Florestal,Vila Real,Montalegre,Salto,Pereira,170626,217900,522500,2013-07-10,08:40:00,2013-07-10,10:02:00,2013-07-10,08:45:00,PV,PT11080926,0,0.5,0,0.5,0.5,1,0,0,1,0,0,,,711,Reacendimento,Trás-os-Montes,Barroso e Padrela
2013,DM2131710,Florestal,Porto,Valongo,Sobrado,Baldeirão,131504,171190,471782,2013-07-10,10:00:00,2013-07-10,12:15:00,2013-07-10,10:07:00,Outros,PT11040704,0.04,0,0,0.04,0.04,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,DM2131786,Florestal,Porto,Amarante,Lufrei,MARANCINHO,130121,206957,478388,2013-07-10,13:50:00,2013-07-10,15:43:00,2013-07-10,14:02:00,Populares,PT11050121,0,2,0,2,2,0,0,0,0,1,0,,,448,Intencional,Entre Douro e Minho,Tâmega
2013,AG113280,Florestal,Faro,Loulé,Salir,Cabeça da Vaca,80807,210288,33716,2013-07-10,14:05:00,2013-07-10,17:07:00,2013-07-10,14:18:00,PV,PT15010807,0,0.19506,0,0.19506,0.19506,0,0,0,1,0,0,,,610,Desconhecida,Algarve,Algarve
2013,DM2131787,Florestal,Porto,Matosinhos,Perafita,RUA D. MARCOS DA CRUZ,130807,152700,473199,2013-07-10,17:59:00,2013-07-10,18:49:00,2013-07-10,18:06:00,Populares,PT11040407,0,0.15,0,0.15,0.15,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,AG113281,Falso Alarme,Faro,Olhão,Moncarapacho,Fornalha,81002,229199,12800,2013-07-10,18:32:00,2013-07-10,19:50:00,2013-07-10,18:55:00,117,PT15011002,0,0,0,0,0,0,0,1,0,0,0,,,,,Algarve,Algarve
2013,DM2131788,Florestal,Porto,Felgueiras,Revinhade,Senhora dos Perdidos(Penacova),130319,189786,487593,2013-07-10,19:00:00,2013-07-10,20:40:00,2013-07-10,19:07:00,Populares,PT11050719,0,0.05,0,0.05,0.05,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega
2013,DM2131789,Florestal,Porto,Gondomar,São Pedro da Cova,LG. MINAS,130410,169147,464291,2013-07-10,18:51:00,2013-07-10,20:00:00,2013-07-10,18:55:00,Populares,PT11040210,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,RO213750,Falso Alarme,Lisboa,Sintra,Algueirão-Mem Martins,Mem Martins,111102,94631,202861,2013-07-10,19:06:00,,,,,Populares,PT13020602,0,0,0,0,0,0,0,1,0,0,0,,,,,Ribatejo e Oeste,AML
2013,DM2131790,Florestal,Porto,Amarante,Telões,LG. PORTELA,130135,202100,482400,2013-07-10,19:25:00,2013-07-10,22:10:00,2013-07-10,19:37:00,Outros,PT11050135,0.8,0,0,0.8,0.8,1,0,0,1,0,0,,,711,Reacendimento,Entre Douro e Minho,Tâmega
2013,RO213751,Falso Alarme,Lisboa,Lisboa,São João,Avenida Marechal Costa Gomes,110641,114111,196125,2013-07-10,19:25:00,,,,,Outros,PT13020341,0,0,0,0,0,0,0,1,0,0,0,,,,,Ribatejo e Oeste,AML
2013,RO213752,Falso Alarme,Lisboa,ODIVELAS,Canecas,Bº Maria Teresa,111601,104400,205799,2013-07-10,19:25:00,,,,,Populares,PT13020801,0,0,0,0,0,0,0,1,0,0,0,,,,,Ribatejo e Oeste,AML
2013,BI113254,Agrícola,Guarda,Vila Nova de Foz Coa,Horta,Quinta do Valado,91407,268881,455190,2013-07-10,20:05:00,2013-07-10,21:43:00,2013-07-10,20:19:00,Outros,PT11071807,0,0,0.5,0,0.5,0,0,0,0,0,1,,,448,Intencional,Trás-os-Montes,Douro
2013,RO213754,Falso Alarme,Lisboa,Alenquer,Carnota,Santana da Carnota,110106,118100,230300,2013-07-10,20:00:00,,,,,Populares,PT13010206,0,0,0,0,0,0,0,1,0,0,0,,,,,Ribatejo e Oeste,Oeste
2013,AG113282,Agrícola,Faro,Silves,São Bartolomeu de Messines,"Poço Rebolo (Cerro das Colmeias 720N, 8375, Portugal)",81305,185379,28789,2013-07-10,20:10:00,2013-07-10,22:35:00,2013-07-10,20:29:00,Populares,PT15011305,0,0,0.1812,0,0.1812,0,0,0,0,0,1,,,610,Desconhecida,Algarve,Algarve
2013,BI113255,Florestal,Guarda,Almeida,Castelo Mendo,"Pelícios - EN 16 Km  - Km  212,9",90208,302242,404880,2013-07-10,20:20:00,2013-07-11,01:30:00,2013-07-10,20:40:00,Populares,PT12080108,4,0.2,0,4.2,4.2,0,0,0,0,1,0,,,446,Intencional,Beira Interior,Beira Interior Norte
2013,DM2131791,Florestal,Porto,Paços de Ferreira,Modelos,Vale de Sizão,130911,179823,476690,2013-07-10,20:40:00,2013-07-10,21:35:00,2013-07-10,20:55:00,Populares,PT11051111,0,0.015,0,0.015,0.015,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega
2013,DM313421,Florestal,Viana do Castelo,Arcos de Valdevez,Vilela,PONTE,160151,174937,550442,2013-07-10,13:26:00,2013-07-10,13:56:00,2013-07-10,13:34:00,Sapadores,PT11010151,0,0.01,0,0.01,0.01,1,0,0,1,0,0,,,711,Reacendimento,Entre Douro e Minho,Alto Minho
2013,AT113158,Agrícola,Évora,Montemor-o-Novo,Nossa Senhora do Bispo,"E.R N.º 2, KM 507,900 - REPOULA",70603,194086,197656,2013-07-10,18:13:00,2013-07-10,19:30:00,2013-07-10,18:22:00,Populares,PT14030603,0,0,0.02,0,0.02,0,0,0,0,0,1,,,610,Desconhecida,Alentejo,Alentejo Central
2013,RO213755,Falso Alarme,Lisboa,Lisboa,Carnide,CARNIDE,110611,108000,199399,2013-07-10,14:33:00,,,,,Outros,PT13020311,0,0,0,0,0,0,0,1,0,0,0,,,,,Ribatejo e Oeste,AML
2013,BI113256,Florestal,Guarda,Vila Nova de Foz Coa,Almendra,Devesa,91401,290213,447154,2013-07-10,18:43:00,2013-07-10,20:00:00,2013-07-10,19:00:00,Populares,PT11071801,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,125,Negligente,Trás-os-Montes,Douro
2013,BL113399,Agrícola,Viseu,Castro Daire,Pepim,PEPIM,180317,214900,435800,2013-07-10,08:34:00,2013-07-10,09:26:00,2013-07-10,08:45:00,Populares,PT12050317,0,0.001,0,0.001,0.001,1,0,0,1,0,0,,,711,Reacendimento,Beira Litoral,Dão Lafões
2013,BL113401,Florestal,Viseu,Tondela,Santiago de Besteiros,Azenhas do Bogalhal,182118,199000,401800,2013-07-10,10:23:00,2013-07-10,12:15:00,2013-07-10,10:35:00,Populares,PT12051218,0.025,0,0,0.025,0.025,0,0,0,1,0,0,Serra do Caramulo,,448,Intencional,Beira Litoral,Dão Lafões
2013,TM213125,Florestal,Bragança,Bragança,Mós,França - PNM,40224,310772,525012,2013-07-10,10:48:00,2013-07-10,15:15:00,2013-07-10,11:05:00,Populares,PT11080324,0,1.3,0,1.3,1.3,0,0,0,0,1,0,,,60,Desconhecida,Trás-os-Montes,Nordeste
2013,DM2131711,Florestal,Porto,Penafiel,Boelhe,Cristovão,131102,190400,463399,2013-07-10,10:57:00,2013-07-10,11:54:00,2013-07-10,11:09:00,Populares,PT11051302,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,145,Negligente,Entre Douro e Minho,Tâmega
2013,AG113271,Agrícola,Faro,Faro,Estói,Bela Salema,80502,217800,11900,2013-07-10,11:18:00,2013-07-10,12:53:00,2013-07-10,11:30:00,Outros,PT15010502,0,0,0.3843,0,0.3843,0,0,0,0,0,1,,,449,Intencional,Algarve,Algarve
2013,DM2131792,Florestal,Porto,Marco de Canaveses,Várzea do Douro,LUGAR DE MOIRIM,130728,188499,455399,2013-07-10,12:09:00,2013-07-10,13:50:00,2013-07-10,12:12:00,Populares,PT11050928,0,0.05,0,0.05,0.05,0,0,0,1,0,0,,,610,Desconhecida,Entre Douro e Minho,Tâmega
2013,DM413610,Florestal,Braga,Barcelos,Pousa,L. POLDRAS,30261,168030,509307,2013-07-10,13:39:00,2013-07-10,15:25:00,2013-07-10,13:58:00,Populares,PT11020261,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,4,Intencional,Entre Douro e Minho,Baixo Minho
2013,RO213756,Florestal,Lisboa,Sintra,São Pedro Penaferrim,Capa Rota,111112,93101,199900,2013-07-10,13:44:00,2013-07-10,14:20:00,2013-07-10,13:51:00,Outros,PT13020612,0,0.002,0,0.002,0.002,0,0,0,1,0,0,,,,,Ribatejo e Oeste,AML
2013,BL113435,Falso Alarme,Viseu,Viseu,Lordosa,Pinheiro de Cima,182316,220525,417118,2013-07-10,14:10:00,2013-07-10,14:13:00,2013-07-10,14:10:00,Populares,PT12051416,0,0,0,0,0,0,0,1,0,0,0,,,,,Beira Litoral,Dão Lafões
2013,DM413611,Florestal,Braga,Póvoa de Lanhoso,Nossa Senhora do Amparo,L. DE MOINHOS NOVOS (M5),30919,188836,511964,2013-07-10,14:15:00,2013-07-10,16:05:00,2013-07-10,14:20:00,Populares,PT11030319,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,,,Entre Douro e Minho,Baixo Minho
2013,DM2131793,Falso Alarme,Porto,Gondomar,São Cosme,ABELHEIRA,130409,166226,463169,2013-07-10,14:20:00,2013-07-10,15:40:00,2013-07-10,14:28:00,Outros,PT11040209,0,0,0,0,0,0,0,1,0,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,TM113353,Florestal,Vila Real,Peso da Régua,Poiares,Vila Seca,170808,234999,470299,2013-07-10,14:30:00,2013-07-10,16:45:00,2013-07-10,14:50:00,Populares,PT11070908,0,0.2,0,0.2,0.2,0,0,0,1,0,0,,,312,Negligente,Trás-os-Montes,Douro
2013,DM2131794,Florestal,Porto,Felgueiras,Sendim,Lg. do Casal,130324,195624,482152,2013-07-10,14:45:00,2013-07-10,15:40:00,2013-07-10,14:55:00,Populares,PT11050724,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,,Entre Douro e Minho,Tâmega
2013,DM313422,Florestal,Viana do Castelo,Arcos de Valdevez,Portela,Frades,160127,172967,553504,2013-07-10,15:04:00,2013-07-10,16:40:00,2013-07-10,15:09:00,117,PT11010127,0.04,0,0,0.04,0.04,0,0,0,1,0,0,Serra de Anta,,448,Intencional,Entre Douro e Minho,Alto Minho
2013,RO213757,Florestal,Lisboa,Sintra,São Martinho,Casal da Granja,111111,90707,207723,2013-07-10,15:13:00,2013-07-10,17:00:00,2013-07-10,15:25:00,Outros,PT13020611,0,1,0,1,1,0,0,0,0,1,0,,,,,Ribatejo e Oeste,AML
2013,TM213139,Florestal,Bragança,Bragança,Rio de onor,Guadramil - PNM,40238,329798,550699,2013-07-10,15:14:00,2013-07-10,16:30:00,2013-07-10,15:30:00,PV,PT11080338,0,9.23,0,9.23,9.23,0,0,0,0,1,0,Deilão,MONTESINHO,51,Natural,Trás-os-Montes,Nordeste
2013,RO213758,Agrícola,Lisboa,Azambuja,Manique do Intendente,Torre Bela,110305,132400,246399,2013-07-10,15:19:00,2013-07-10,16:15:00,2013-07-10,15:33:00,PV,PT13050305,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,630,Desconhecida,Ribatejo e Oeste,Ribatejo
2013,AG113284,Agrícola,Faro,Faro,Conceição,Besouro,80501,219199,11799,2013-07-10,15:41:00,2013-07-10,18:34:00,2013-07-10,15:51:00,Populares,PT15010501,0,0,1.9,0,1.9,0,0,0,0,0,1,,,449,Intencional,Algarve,Algarve
2013,RO213759,Falso Alarme,Lisboa,Sintra,São João das Lampas,Aldeia Galega,111110,89001,209200,2013-07-10,15:40:00,,,,,Populares,PT13020610,0,0,0,0,0,0,0,1,0,0,0,,SINTRA-CASCAIS,,,Ribatejo e Oeste,AML
2013,DM413612,Florestal,Braga,Póvoa de Lanhoso,Campos,"Quinta de São Domingos (EM1373 5, 4830, Portugal)",30905,187728,509606,2013-07-10,15:45:00,2013-07-10,18:10:00,2013-07-10,15:49:00,Populares,PT11030305,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,122,Negligente,Entre Douro e Minho,Baixo Minho
2013,DM2131795,Florestal,Porto,Penafiel,Capela,ESCOLA,131106,181400,459200,2013-07-10,16:09:00,2013-07-10,18:05:00,2013-07-10,16:20:00,Populares,PT11051306,0,0.482,0,0.482,0.482,0,0,0,1,0,0,,,145,Negligente,Entre Douro e Minho,Tâmega
2013,RO113374,Agrícola,Santarém,Santarém,Amiais de Baixo,AMIAIS DE BAIXO,141607,148423,275402,2013-07-10,16:40:00,2013-07-10,19:06:00,2013-07-10,16:50:00,117,PT13051107,0,0,0.0868,0,0.0868,0,0,0,0,0,1,,,151,Negligente,Ribatejo e Oeste,Ribatejo
2013,DM2131796,Florestal,Porto,Valongo,Sobrado,5 CAMINHOS (SOBRADO),131504,172394,471545,2013-07-10,17:10:00,2013-07-10,19:00:00,2013-07-10,17:20:00,Populares,PT11040704,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,DM413613,Florestal,Braga,Vila Nova de Famalicão,Lousado,L. PE DE PRATA,31224,166809,487528,2013-07-10,17:51:00,2013-07-10,19:45:00,2013-07-10,18:00:00,Populares,PT11030624,0.02,0.03,0,0.05,0.05,1,0,0,1,0,0,,,711,Reacendimento,Entre Douro e Minho,Baixo Minho
2013,RO213760,Florestal,Lisboa,Cascais,São Domingos de Rana,Quinta da Fonte,110506,95011,195840,2013-07-10,17:44:00,2013-07-10,19:19:00,2013-07-10,18:02:00,Outros,PT13020206,0,0.14,0,0.14,0.14,0,0,0,1,0,0,,,,,Ribatejo e Oeste,AML
2013,DM2131797,Florestal,Porto,Vila Nova de Gaia,Canidelo,RUA DA BELGICA,131704,157100,461700,2013-07-10,19:15:00,2013-07-10,20:20:00,2013-07-10,19:25:00,Populares,PT11040904,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,DM2131798,Florestal,Porto,Paredes,Madalena,AGRELA,131015,182600,471899,2013-07-10,19:34:00,2013-07-10,20:20:00,2013-07-10,19:41:00,Populares,PT11051215,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,145,Negligente,Entre Douro e Minho,Tâmega
2013,RO213761,Falso Alarme,Lisboa,Sobral Monte Agraço,Sobral de Monte Agraço,Cabeda,111203,110200,226999,2013-07-10,20:05:00,,,,,117,PT13011203,0,0,0,0,0,0,0,1,0,0,0,,,,,Ribatejo e Oeste,Oeste
2013,BL413261,Florestal,Leiria,Óbidos,Olho Marinho,Olho Marinho,101203,104520,263372,2013-07-10,09:14:00,2013-07-10,12:04:00,2013-07-10,09:39:00,117,PT13011003,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,630,Desconhecida,Ribatejo e Oeste,Oeste
2013,DM313409,Florestal,Viana do Castelo,Monção,Troviscoso,Reiriz,160430,173707,566553,2013-07-10,11:04:00,2013-07-10,13:37:00,2013-07-10,11:10:00,Populares,PT11010430,0,0.1,0,0.1,0.1,1,0,0,1,0,0,,,711,Reacendimento,Entre Douro e Minho,Alto Minho
2013,DM2131799,Florestal,Porto,Vila do Conde,Árvore,LUGAR DO CABREIRO,131602,151100,485899,2013-07-10,11:41:00,2013-07-10,12:50:00,2013-07-10,11:50:00,Populares,PT11040802,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,DM2131800,Agrícola,Porto,Baião,Gestaçô,Mó,130205,216865,467097,2013-07-10,12:22:00,2013-07-10,14:00:00,2013-07-10,12:30:00,Populares,PT11050205,0,0,0.5,0,0.5,0,0,0,0,0,1,,,610,Desconhecida,Entre Douro e Minho,Tâmega
2013,DM2131801,Florestal,Porto,Gondomar,São Pedro da Cova,BELO HORIZONTE,130410,169157,464973,2013-07-10,12:22:00,2013-07-10,16:02:00,2013-07-10,12:24:00,Populares,PT11040210,0.2,0,0,0.2,0.2,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,DM2131802,Florestal,Porto,Gondomar,Medas,Porqueira,130406,175100,453400,2013-07-10,12:21:00,2013-07-10,14:25:00,2013-07-10,12:34:00,Outros,PT11040206,0.03,0,0,0.03,0.03,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,DM2131803,Florestal,Porto,Felgueiras,Vila Verde,Santa Marinha,130333,191344,490404,2013-07-10,12:47:00,2013-07-10,15:00:00,2013-07-10,12:48:00,Populares,PT11050733,0.5,0,0,0.5,0.5,1,0,0,1,0,0,,,711,Reacendimento,Entre Douro e Minho,Tâmega
2013,BL113436,Florestal,Viseu,Santa Comba Dão,Óvoa,Chamadouro,181402,198199,375200,2013-07-10,14:04:00,2013-07-10,18:00:00,2013-07-10,14:11:00,117,PT12050902,0.12,0,0,0.12,0.12,1,0,0,1,0,0,,,711,Reacendimento,Beira Litoral,Dão Lafões
2013,BL113437,Florestal,Viseu,Mangualde,Mangualde,Pinheiro de Baixo,180610,228542,402591,2013-07-10,14:09:00,2013-07-10,15:01:00,2013-07-10,14:12:00,117,PT12050410,0.3275,1,0,1.3275000000000001,1.3275,0,0,0,0,1,0,,,630,Desconhecida,Beira Litoral,Dão Lafões
2013,DM2131804,Falso Alarme,Porto,Valongo,Sobrado,5 CAMINHOS,131504,171843,472391,2013-07-10,14:05:00,2013-07-10,15:30:00,2013-07-10,14:12:00,Populares,PT11040704,0,0,0,0,0,0,0,1,0,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,DM413614,Florestal,Braga,Fafe,Arões (Santa Cristina),RUA BOAVISTA (M3),30726,192676,496756,2013-07-10,14:54:00,2013-07-10,15:45:00,2013-07-10,15:00:00,Populares,PT11030126,1,0,0,1,1,0,0,0,0,1,0,,,,,Entre Douro e Minho,Baixo Minho
2013,BL313694,Falso Alarme,Aveiro,Oliveira do Bairro,Oiã,Campo de Futebol Aguas Boas,11403,165258,396592,2013-07-10,14:50:00,2013-07-10,15:40:00,2013-07-10,14:55:00,Populares,PT12010903,0,0,0,0,0,0,0,1,0,0,0,,,,,Beira Litoral,Centro Litoral
2013,DM313423,Florestal,Viana do Castelo,Monção,Merufe,Gilvira,160415,178662,562956,2013-07-10,15:04:00,2013-07-10,18:08:00,2013-07-10,15:06:00,117,PT11010415,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,151,Negligente,Entre Douro e Minho,Alto Minho
2013,BL213346,Florestal,Coimbra,Pampilhosa da Serra,Unhais-o-Velho,Aradas,61209,228199,352700,2013-07-10,15:38:00,2013-07-10,18:10:00,2013-07-10,15:50:00,PV,PT12041009,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,448,Intencional,Beira Litoral,Pinhal Interior Norte
2013,RO213762,Florestal,Lisboa,Sobral Monte Agraço,São Quintino,Forte do Simplício,111201,111400,224599,2013-07-10,15:40:00,2013-07-10,17:40:00,2013-07-10,16:01:00,Outros,PT13011201,0.02,0,0,0.02,0.02,0,0,0,1,0,0,,,630,Desconhecida,Ribatejo e Oeste,Oeste
2013,AT313249,Florestal,Beja,Beja,São Matias,Monte das Sesmarias,20516,226657,132192,2013-07-10,15:54:00,2013-07-10,19:10:00,2013-07-10,16:02:00,Outros,PT14040516,0.02,0,0,0.02,0.02,0,0,0,1,0,0,,,610,Desconhecida,Alentejo,Baixo Alentejo
2013,DM2131805,Florestal,Porto,Penafiel,Marecos,LUGAR DAS FIGURAS,131118,186500,468599,2013-07-10,16:03:00,2013-07-10,18:50:00,2013-07-10,16:11:00,Populares,PT11051318,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,145,Negligente,Entre Douro e Minho,Tâmega
2013,TM113355,Florestal,Vila Real,Vila Real,Borbela,QUINTA DOS POETAS,171405,231580,485430,2013-07-10,16:03:00,2013-07-10,18:00:00,2013-07-10,16:07:00,PV,PT11071905,0.35,0,0,0.35,0.35,0,0,0,1,0,0,,,448,Intencional,Trás-os-Montes,Douro
2013,DM413615,Florestal,Braga,Vila Nova de Famalicão,Riba de Ave,R. CONDE DE RIBA DE AVE,31234,178701,491213,2013-07-10,17:05:00,2013-07-10,21:00:00,2013-07-10,17:10:00,Populares,PT11030634,0.1,0.3,0,0.4,0.4,0,0,0,1,0,0,,,3,Intencional,Entre Douro e Minho,Baixo Minho
2013,BL113438,Florestal,Viseu,Oliveira de Frades,São João da Serra,Cercal,181008,188820,422896,2013-07-10,17:27:00,2013-07-10,20:28:00,2013-07-10,17:27:00,Populares,PT12050708,0.0125,0.0125,0,0.025,0.025,0,0,0,1,0,0,,,448,Intencional,Beira Litoral,Dão Lafões
2013,RO213763,Agrícola,Lisboa,Cadaval,Vilar,Tojeira,110410,117400,247100,2013-07-10,17:41:00,2013-07-10,19:38:00,2013-07-10,17:48:00,Populares,PT13010510,0,0.35,0,0.35,0.35,0,0,0,1,0,0,,SERRA DE MONTEJUNTO,630,Desconhecida,Ribatejo e Oeste,Oeste
2013,DM2131806,Florestal,Porto,Vila Nova de Gaia,Olival,LAVADORINHOS,131711,165300,453100,2013-07-10,17:43:00,2013-07-10,19:15:00,2013-07-10,17:55:00,117,PT11040911,0.04,0,0,0.04,0.04,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,BI113257,Florestal,Guarda,Trancoso,Cótimos,Lugar da Casinha,91305,275399,429200,2013-07-10,18:29:00,2013-07-11,00:40:00,2013-07-10,18:40:00,Sapadores,PT12080905,0.5,0.5,0,1,1,0,0,0,0,1,0,,,125,Negligente,Beira Interior,Beira Interior Norte
2013,DM2131807,Florestal,Porto,Gondomar,São Pedro da Cova,LG. ANTONIO FERREIRA DA SILVA,130410,169435,464293,2013-07-10,18:22:00,2013-07-10,18:50:00,2013-07-10,18:25:00,Outros,PT11040210,0.01,0,0,0.01,0.01,0,0,0,1,0,0,,,,,Entre Douro e Minho,AMP e Entre Douro e Vouga
2013,DM2131808,Florestal,Porto,Paços de Ferreira,Arreigada,Rua Cimo de Vila,130901,177873,475576,2013-07-10,19:30:00,2013-07-10,21:30:00,2013-07-10,19:35:00,Populares,PT11051101,0.15,0,0,0.15,0.15,1,0,0,1,0,0,,,711,Reacendimento,Entre Douro e Minho,Tâmega
2013,BL213347,Florestal,Coimbra,Tábua,Espariz,Carragosela,61606,209300,372699,2013-07-10,20:18:00,2013-07-10,22:50:00,2013-07-10,20:29:00,Populares,PT12041306,0.2,0.3,0,0.5,0.5,0,0,0,1,0,0,,,448,Intencional,Beira Litoral,Pinhal Interior Norte
2013,BL113439,Florestal,Viseu,Viseu,São Pedro de France,OUTEIRO,182329,229135,415624,2013-07-10,20:36:00,2013-07-10,22:58:00,2013-07-10,20:50:00,Populares,PT12051429,1,0,0,1,1,0,0,0,0,1,0,,,630,Desconhecida,Beira Litoral,Dão Lafões
2013,RO113375,Florestal,Santarém,Rio Maior,São João da Ribeira,SÃO JOÃO DA RIBEIRA,141409,139129,257680,2013-07-10,20:45:00,2013-07-11,01:33:00,2013-07-10,21:00:00,Outros,PT13050909,0.15,0.3222,0,0.47219999999999995,0.472199999999999,0,0,0,1,0,0,,,44,Intencional,Ribatejo e Oeste,Ribatejo
2013,DM2131809,Florestal,Porto,Paredes,Rebordosa,MONTE ALTO,131018,174599,472100,2013-07-10,20:52:00,2013-07-10,21:57:00,2013-07-10,20:57:00,Populares,PT11051218,0.008,0,0,0.008,0.008,0,0,0,1,0,0,,,145,Negligente,Entre Douro e Minho,Tâmega
2013,BL213348,Florestal,Coimbra,Oliveira do Hospital,Santa Ovaia,SANTA OVAIA,61114,221299,371799,2013-07-10,13:45:00,2013-07-10,19:00:00,,,PV,PT12040914,0,0.0001,0,0.0001,0.0001,1,0,0,1,0,0,,,711,Reacendimento,Beira Litoral,Pinhal Interior Norte
2013,RO113362,Agrícola,Santarém,Benavente,Santo Estevão,Herdade do Zambujeiro,140503,150228,212551,2013-07-10,09:34:00,2013-07-10,12:00:00,2013-07-10,09:45:00,117,PT13050403,0,0,1.1505,0,1.1505,0,0,0,0,0,1,,,448,Intencional,Ribatejo e Oeste,Ribatejo
2013,RO113376,Agrícola,Santarém,Tomar,São Pedro de Tomar,Barca Nova,141813,181139,285751,2013-07-10,12:25:00,2013-07-10,14:02:00,2013-07-10,12:31:00,Outros,PT13040813,0,0,0.5686,0,0.5686,0,0,0,0,0,1,,,221,Negligente,Ribatejo e Oeste,Ribatejo
2013,BL213349,Agrícola,Coimbra,Figueira da Foz,Vila Verde,rua do casal da marinha,60513,142739,352348,2013-07-10,13:09:00,2013-07-10,15:06:00,2013-07-10,13:14:00,Outros,PT12020413,0,0.06,0,0.06,0.06,0,0,0,1,0,0,,,610,Desconhecida,Beira Litoral,Centro Litoral
2013,DM413616,Agrícola,Braga,Guimarães,Conde,RUA CASAS NOVAS (M3),30811,183324,491446,2013-07-10,13:25:00,2013-07-10,14:45:00,2013-07-10,13:35:00,Populares,PT11030211,0,0,0.04,0,0.04,0,0,0,0,0,1,,,,,Entre Douro e Minho,Baixo Minho
