ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa
2003,AG103337,Florestal,Faro,Albufeira,Albufeira,ALBUFEIRA,80101,189446,13581,2003-07-12,18:51:00,2003-07-12,20:38:00,2003-07-12,18:51:00,117,PT15010101,0,0.15,0,0.15,0.15,0,0,0,1,0,0,,,,
2003,AG103402,Florestal,Faro,Portimão,Mexilhoeira Grande,Amieira,81102,158812,26314,2003-08-09,10:53:00,2003-08-21,00:00:00,2003-08-09,10:53:00,117,PT15011102,330,470,193,800,993,0,0,0,0,1,0,,,446,Intencional
2003,AG103408,Florestal,Faro,Tavira,Conceição,CONCEIÇÃO,81402,246993,20305,2003-08-12,20:53:00,2003-08-12,23:00:00,2003-08-12,20:53:00,Outros,PT15011402,0,0.0008,0,0.0008,0.0008,0,0,0,1,0,0,,,,
2003,AG103372,Florestal,Faro,Loulé,Quarteira,Pereiras,80805,207004,14587,2003-07-25,16:10:00,2003-07-26,01:00:00,2003-07-25,16:18:00,117,PT15010805,10,1,2,11,13,0,0,0,0,1,0,,,610,Desconhecida
2003,AG103260,Florestal,Faro,Aljezur,Rogil,Bemparece,80304,141212,46011,2003-05-29,22:12:00,2003-05-29,22:49:00,2003-05-29,22:12:00,117,PT15010304,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,,
2003,AG103395,Florestal,Faro,Silves,Silves,Silves,81307,172733,23379,2003-08-06,17:33:00,2003-08-06,18:55:00,2003-08-06,17:33:00,Outros,PT15011307,0,1,0,1,1,0,0,0,0,1,0,,,,
2003,AG103252,Florestal,Faro,Loulé,Almansil,Vale da Venda,80801,214033,11345,2003-05-24,13:10:00,2003-05-24,21:10:00,2003-05-24,13:10:00,117,PT15010801,4,0,0,4,4,0,0,0,0,1,0,,,,
2003,AG103273,Florestal,Faro,Lagos,Lagos (são Sebastião),LAGOS,80706,152094,15081,2003-06-12,14:57:00,2003-06-12,15:50:00,2003-06-12,15:06:00,117,PT15010706,0,0.0002,0,0.0002,0.0002,0,0,0,1,0,0,,,,
2003,AG103284,Florestal,Faro,Olhão,Moncarapacho,Murtais,81002,230936,11297,2003-06-20,15:23:00,2003-06-20,19:05:00,2003-06-20,15:23:00,117,PT15011002,0.15,0,0,0.15,0.15,0,0,0,1,0,0,,,,
2003,AG103400,Florestal,Faro,Portimão,Portimão,Morgado de Arge,81103,166002,24755,2003-08-08,13:44:00,2003-08-09,09:50:00,2003-08-08,13:44:00,117,PT15011103,13,12,0,25,25,0,0,0,0,1,0,,,610,Desconhecida
2003,AG103423,Florestal,Faro,Lagoa,Porches,Sobral,80604,176557,19028,2003-08-15,08:49:00,2003-08-15,09:45:00,2003-08-15,08:49:00,Outros,PT15010604,0,0.002,0,0.002,0.002,0,0,0,1,0,0,,,,
2003,AG103254,Agrícola,Faro,Vila do Bispo,Raposeira,Hortas do Tabual,81503,134041,11273,2003-05-28,12:13:00,2003-05-28,14:10:00,2003-05-28,12:13:00,Outros,PT15011503,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,SUDOESTE ALENTEJANO E COSTA VICENTINA,,
2003,AG103287,Florestal,Faro,Loulé,Loulé (são Sebastião),Vale da Rosa,80809,209282,20479,2003-06-21,22:51:00,2003-06-22,00:30:00,2003-06-21,22:51:00,117,PT15010809,0,0.0025,0,0.0025,0.0025,0,0,0,1,0,0,,,,
2003,AG103251,Florestal,Faro,Castro Marim,Castro Marim,Maravelha,80402,254488,28405,2003-05-24,03:27:00,2003-05-24,08:25:00,2003-05-24,03:27:00,Outros,PT15010402,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,,
2003,AG103417,Florestal,Faro,Tavira,Conceição,Eiras,81402,247272,25838,2003-08-17,23:41:00,2003-08-18,01:10:00,2003-08-17,23:41:00,117,PT15011402,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,
2003,AG103421,Queimada,Faro,Tavira,Luz,Luz de Tavira,81403,238162,14246,2003-08-15,14:41:00,2003-08-15,15:15:00,2003-08-15,14:41:00,117,PT15011403,0,0.01,0,0.01,0.01,0,1,0,0,0,0,,,,
2003,AG103362,Florestal,Faro,Castro Marim,Azinhal,Piçarral,80401,258104,36873,2003-07-21,09:52:00,2003-07-21,13:05:00,2003-07-21,10:03:00,PV,PT15010401,1,0.5,0,1.5,1.5,0,0,0,0,1,0,,,211,Negligente
2003,AG103432,Florestal,Faro,Monchique,Marmelete,Fiscas,80902,155230,34443,2003-08-24,16:25:00,2003-08-24,18:10:00,2003-08-24,16:25:00,Outros,PT15010902,0.002,0,0,0.002,0.002,0,0,0,1,0,0,,,,
2003,AG103447,Agrícola,Faro,Silves,São Marcos da Serra,Monte da Joia,81306,184881,49329,2003-09-09,16:32:00,2003-09-09,19:00:00,2003-09-09,16:32:00,Outros,PT15011306,0,0,0.15,0,0.15,0,0,0,0,0,1,,,,
2003,AG103255,Florestal,Faro,Loulé,Almansil,Vale da Venda,80801,214033,11345,2003-05-28,13:45:00,2003-05-28,15:55:00,2003-05-28,13:45:00,117,PT15010801,0.03,0,0,0.03,0.03,0,0,0,1,0,0,,,,
2003,AG103274,Florestal,Faro,São Brás de Alportel,São Brás de Alportel,Calçada,81201,220767,20421,2003-06-13,11:15:00,2003-06-13,11:58:00,2003-06-13,11:15:00,Outros,PT15011201,0,0.0003,0,0.0003,0.0003,0,0,0,1,0,0,,,,
2003,AG103349,Florestal,Faro,Loulé,Ameixial,Cavalos,80803,215816,38571,2003-07-15,17:24:00,2003-07-15,19:00:00,2003-07-15,17:24:00,117,PT15010803,0,3,0,3,3,0,0,0,0,1,0,,,,
2003,AG103359,Florestal,Faro,Monchique,Monchique,Alcaria do Peso,80903,162113,41012,2003-07-20,14:38:00,2003-07-20,18:40:00,2003-07-20,14:38:00,117,PT15010903,1.5,0,0,1.5,1.5,0,0,0,0,1,0,,,,
2003,AG103300,Florestal,Faro,Silves,Alcantarilha,ALCANTARILHA,81301,181069,18222,2003-06-26,18:29:00,2003-06-27,03:49:00,2003-06-26,18:29:00,Outros,PT15011301,5,0,0,5,5,0,0,0,0,1,0,,,,
2003,AG103452,Florestal,Faro,Loulé,Almansil,ALMANSIL,80801,209288,13453,2003-09-13,15:25:00,2003-09-13,19:29:00,2003-09-13,15:25:00,Outros,PT15010801,0.03,0,0,0.03,0.03,0,0,0,1,0,0,,,,
2003,AG103259,Florestal,Faro,Monchique,Monchique,Bemposta,80903,165168,39421,2003-05-29,05:17:00,2003-05-29,07:00:00,2003-05-29,05:17:00,117,PT15010903,0.002,0,0,0.002,0.002,0,0,0,1,0,0,,,,
2003,AG103363,Florestal,Faro,Portimão,Mexilhoeira Grande,Vidigal,81102,158812,26314,2003-07-22,00:36:00,2003-07-22,11:40:00,2003-07-22,00:36:00,117,PT15011102,3,0,0,3,3,0,0,0,0,1,0,,,,
2003,AG103454,Florestal,Faro,Albufeira,Albufeira,ALBUFEIRA,80101,189350,13986,2003-09-21,19:54:00,2003-09-21,20:50:00,2003-09-21,19:54:00,Outros,PT15010101,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2003,AG103434,Florestal,Faro,Faro,Santa Bárbara de Nexe,Benatrite,80503,217572,16633,2003-08-26,12:00:00,2003-08-26,15:20:00,2003-08-26,12:00:00,Outros,PT15010503,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,
2003,AG103436,Florestal,Faro,Castro Marim,Azinhal,VALE TERREIRO,80401,258552,34090,2003-08-26,17:28:00,2003-08-26,20:12:00,2003-08-26,17:28:00,Outros,PT15010401,0.2,2.3,0,2.5,2.5,0,0,0,0,1,0,,,311,Intencional
2003,AG103381,Florestal,Faro,Loulé,Benafim,Quinta do Freixo,80810,200834,32791,2003-07-28,14:57:00,2003-07-29,00:22:00,2003-07-28,14:57:00,Outros,PT15010810,1,5,0,6,6,0,0,0,0,1,0,,ROCHA DA PENA,151,Negligente
2003,AG103317,Florestal,Faro,Monchique,Alferce,Varzea,80901,168550,34064,2003-06-27,14:01:00,2003-06-27,15:25:00,2003-06-27,14:01:00,Outros,PT15010901,0.04,0,0,0.04,0.04,0,0,0,1,0,0,,,,
2003,AG103261,Florestal,Faro,Loulé,Almansil,ALMANSIL,80801,209147,13442,2003-06-02,11:37:00,2003-06-02,12:16:00,2003-06-02,11:37:00,Outros,PT15010801,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,,
2003,AG103382,Florestal,Faro,Alcoutim,Alcoutim,Pontal,80201,259586,50343,2003-07-28,15:40:00,2003-07-28,19:30:00,2003-07-28,15:40:00,PV,PT15010201,0,4,0,4,4,0,0,0,0,1,0,,,,
2003,AG103385,Florestal,Faro,Loulé,Quarteira,QUARTEIRA,80805,202666,11814,2003-08-02,14:50:00,2003-08-02,19:05:00,2003-08-02,14:50:00,117,PT15010805,0.2,0,0,0.2,0.2,0,0,0,1,0,0,,,,
2003,AG103286,Agrícola,Faro,Loulé,Loulé (são Sebastião),CABEÇO DE CAMARA,80809,206381,16427,2003-06-21,21:34:00,2003-06-21,22:39:00,2003-06-21,21:41:00,117,PT15010809,0,0.2,0,0.2,0.2,0,0,0,1,0,0,,,,
2003,AG103280,Florestal,Faro,Faro,Montenegro,Gambelas,80506,214548,8545,2003-06-16,15:59:00,2003-06-16,19:15:00,2003-06-16,15:59:00,Outros,PT15010506,2,0,0,2,2,0,0,0,0,1,0,,,,
2003,AG103298,Florestal,Faro,Vila do Bispo,Vila do Bispo,PENA FURADA,81505,131418,16419,2003-06-26,12:13:00,2003-06-26,14:02:00,2003-06-26,12:13:00,Outros,PT15011505,0.001,0,0,0.001,0.001,0,0,0,1,0,0,,SUDOESTE ALENTEJANO E COSTA VICENTINA,,
2003,AG103459,Florestal,Faro,Monchique,Alferce,Maias,80901,166667,39706,2003-09-24,16:57:00,2003-09-24,18:43:00,2003-09-24,16:57:00,Outros,PT15010901,0.005,0,0,0.005,0.005,0,0,0,1,0,0,,,,
2003,AG103294,Florestal,Faro,Vila do Bispo,Raposeira,Samouqueiro,81503,132140,16498,2003-06-20,15:08:00,2003-06-22,19:30:00,2003-06-20,15:08:00,117,PT15011503,44.2,75,1,119.2,120.2,1,0,0,0,1,0,Vila do Bispo,SUDOESTE ALENTEJANO E COSTA VICENTINA,,
2003,AG103242,Agrícola,Faro,Portimão,Portimão,Rasmalho,81103,163531,29002,2003-05-17,16:15:00,2003-05-17,18:00:00,2003-05-17,16:15:00,Outros,PT15011103,0,0,0.03,0,0.03,0,0,0,0,0,1,,,,
2003,AG103338,Agrícola,Faro,Faro,Santa Bárbara de Nexe,Falfosa,80503,215507,13402,2003-07-13,00:25:00,2003-07-13,01:35:00,2003-07-13,00:25:00,Outros,PT15010503,0,2,0,2,2,0,0,0,0,1,0,,,,
2003,AG103358,Florestal,Faro,Vila Real de Santo António,Vila Nova de Cacela,Pedra Alva,81601,252310,23013,2003-07-20,13:35:00,2003-07-20,15:45:00,2003-07-20,13:35:00,117,PT15011601,0,0.05,0,0.05,0.05,0,0,0,1,0,0,,,,
2003,AG103268,Florestal,Faro,Alcoutim,Martim Longo,Castelhanos,80203,231562,55220,2003-06-09,16:04:00,2003-06-10,01:20:00,2003-06-09,16:04:00,117,PT15010203,46,6.5,9,52.5,61.5,0,0,0,0,1,0,,,132,Negligente
2003,AG103308,Florestal,Faro,Silves,Silves,Pateiro,81307,170892,26665,2003-06-30,17:57:00,2003-06-30,19:44:00,2003-06-30,17:57:00,Outros,PT15011307,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,,
2003,AG103398,Florestal,Faro,Silves,Silves,Dobra,81307,166574,29839,2003-08-08,12:44:00,2003-08-08,19:40:00,2003-08-08,12:51:00,PV,PT15011307,5,0,0,5,5,0,0,0,0,1,0,,,,
2003,AG103406,Florestal,Faro,Loulé,Loulé (são Sebastião),Cerro,80809,203989,23856,2003-08-12,15:42:00,2003-08-12,21:20:00,2003-08-12,15:42:00,Outros,PT15010809,0.9,0,0,0.9,0.9,0,0,0,1,0,0,,,,
2003,AG103310,Florestal,Faro,Portimão,Mexilhoeira Grande,Vale das Eiras,81102,157519,28704,2003-06-27,11:46:00,2003-06-29,01:50:00,2003-06-27,11:46:00,Outros,PT15011102,81.33,104.97,0,186.3,186.3,0,0,0,0,1,0,,,60,Desconhecida
2003,AG103271,Florestal,Faro,Albufeira,Albufeira,Correeira,80101,190946,14721,2003-06-11,19:20:00,2003-06-11,19:48:00,2003-06-11,19:25:00,117,PT15010101,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,,
2003,AG103364,Florestal,Faro,Loulé,Almansil,Barrocal,80801,209213,14625,2003-07-22,19:58:00,2003-07-22,23:08:00,2003-07-22,19:58:00,117,PT15010801,0,0.007,0,0.007,0.007,0,0,0,1,0,0,,,,
2003,AG103313,Florestal,Faro,Loulé,Quarteira,Vila Sol,80805,203476,14765,2003-06-19,14:12:00,2003-06-20,20:46:00,2003-06-19,14:12:00,117,PT15010805,4,2,4.7,6,10.7,0,0,0,0,1,0,,,132,Negligente
2003,AG103311,Florestal,Faro,Vila Real de Santo António,Vila Nova de Cacela,CACELA,81601,252151,21413,2003-06-09,17:02:00,2003-06-09,17:35:00,2003-06-09,17:02:00,117,PT15011601,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2003,AG103378,Florestal,Faro,Silves,Silves,ODELOUCA,81307,166254,26770,2003-07-30,21:47:00,2003-07-30,23:30:00,2003-07-30,21:47:00,117,PT15011307,0,0.05,0,0.05,0.05,0,0,0,1,0,0,,,,
2003,AG103413,Florestal,Faro,Tavira,Conceição,Santa Rita,81402,249316,21868,2003-08-20,03:43:00,2003-08-20,06:22:00,2003-08-20,03:43:00,Outros,PT15011402,0,1.5,0,1.5,1.5,0,0,0,0,1,0,,,311,Intencional
2003,AG103289,Florestal,Faro,Tavira,Tavira (santa Maria),PICOTA,81405,239045,22901,2003-06-22,19:24:00,2003-06-22,19:40:00,2003-06-22,19:24:00,117,PT15011405,0,3,0,3,3,0,0,0,0,1,0,,,,
2003,AG103380,Florestal,Faro,Silves,São Bartolomeu de Messines,Cardasos de Cima,81305,179997,33215,2003-07-29,12:30:00,2003-07-30,18:41:00,2003-07-29,12:34:00,PV,PT15011305,100,82,0,182,182,0,0,0,0,1,0,,,448,Intencional
2003,AG103331,Florestal,Faro,Tavira,Cachopo,Cabeça Gorda,81401,238551,35863,2003-07-09,13:54:00,2003-07-09,16:40:00,2003-07-09,13:54:00,Outros,PT15011401,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,,
2003,AG103361,Agrícola,Faro,São Brás de Alportel,São Brás de Alportel,Mesquita Baixa,81201,225989,20110,2003-07-21,10:42:00,2003-07-21,11:30:00,2003-07-21,10:42:00,Outros,PT15011201,0,0.003,0,0.003,0.003,0,0,0,1,0,0,,,,
2003,AG103291,Florestal,Faro,Loulé,Boliqueime,Morgadinho,80804,198702,18844,2003-06-21,16:34:00,2003-06-21,22:39:00,2003-06-21,16:38:00,117,PT15010804,0,0.8,0,0.8,0.8,0,0,0,1,0,0,,,,
2003,AG103302,Florestal,Faro,Portimão,Mexilhoeira Grande,MEXILHOEIRA GRANDE,81102,157244,21541,2003-06-27,15:10:00,2003-06-27,18:00:00,2003-06-27,15:10:00,Outros,PT15011102,1.5,0,0,1.5,1.5,0,0,0,0,1,0,,,,
2003,AG103383,Florestal,Faro,Aljezur,Aljezur,Saltadouro,80301,140876,36326,2003-07-31,13:55:00,2003-08-01,02:00:00,2003-07-31,13:55:00,117,PT15010301,5.5,0,0,5.5,5.5,0,0,0,0,1,0,,SUDOESTE ALENTEJANO E COSTA VICENTINA,152,Negligente
2003,AG103388,Florestal,Faro,Monchique,Alferce,Corte Grande,80901,166687,38450,2003-08-02,16:45:00,2003-08-03,13:45:00,2003-08-02,16:51:00,PV,PT15010901,9.5,0,0,9.5,9.5,0,0,0,0,1,0,,,141,Negligente
2003,AG103321,Florestal,Faro,Tavira,Santa Catarina Da Fonte Do Bispo,Barrocais,81404,229940,18465,2003-07-04,16:10:00,2003-07-04,20:30:00,2003-07-04,16:13:00,PV,PT15011404,0,0.3,0,0.3,0.3,0,0,0,1,0,0,,,,
2003,AG103409,Florestal,Faro,Tavira,Cachopo,CACHOPO,81401,227956,40808,2003-08-13,05:34:00,2003-08-13,07:30:00,2003-08-13,05:43:00,117,PT15011401,0.6,0,0,0.6,0.6,0,0,0,1,0,0,,,,
2003,AG103323,Florestal,Faro,Lagoa,Lagoa,Poço Partido,80603,172003,16341,2003-07-05,13:59:00,2003-07-05,15:09:00,2003-07-05,13:59:00,Outros,PT15010603,0,0.05,0,0.05,0.05,0,0,0,1,0,0,,,,
2003,AG103350,Agrícola,Faro,Faro,Conceição,Ferradeira,80501,221366,8927,2003-07-15,17:14:00,2003-07-15,17:50:00,2003-07-15,17:14:00,Outros,PT15010501,0,0.004,0,0.004,0.004,0,0,0,1,0,0,,,,
2003,AG103365,Agrícola,Faro,Faro,Conceição,Ferradeira,80501,221366,8927,2003-07-22,17:37:00,2003-07-22,19:00:00,2003-07-22,17:37:00,117,PT15010501,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,,
2003,AG103416,Florestal,Faro,Tavira,Tavira (santa Maria),Pocilgais,81405,240800,32180,2003-08-19,15:58:00,2003-08-19,22:45:00,2003-08-19,15:58:00,Outros,PT15011405,37.7,0,31,37.7,68.7,0,0,0,0,1,0,,,610,Desconhecida
2003,AG103256,Florestal,Faro,Lagos,Lagos (são Sebastião),Cachoa,80706,149279,16106,2003-05-28,18:12:00,2003-05-28,19:14:00,2003-05-28,18:12:00,Outros,PT15010706,0,0.03,0,0.03,0.03,0,0,0,1,0,0,,,,
2003,AG103367,Florestal,Faro,Alcoutim,Alcoutim,Grandaca,80201,258861,51095,2003-07-24,16:12:00,2003-07-24,19:09:00,2003-07-24,16:17:00,PV,PT15010201,0,2,0,2,2,0,0,0,0,1,0,,,,
