ano,codigo_sgif,tipo,distrito,concelho,freguesia,local,ine,x,y,data_alerta,hora_alerta,data_extincao,hora_extincao,data_primeira_intervencao,hora_primeira_intervencao,fonte_alerta,nut,area_povoamento,area_mato,area_agricola,area_pov_mato,area_total,reacendimento,queimada,falso_alarme,fogacho,incendio,agricola,perimetro,aps,causa,tipo_causa
2002,AG102154,Florestal,Faro,Faro,Faro (são Pedro),Pontal,80504,213170,8027,2002-07-24,14:38:00,2002-07-27,05:00:00,2002-07-24,14:38:00,PV,PT15010506,127,17,0,144,144,0,0,0,0,1,0,,,610,Desconhecida
2002,AG102144,Florestal,Faro,Portimão,Portimão,Porto de Lagos,81103,164901,25995,2002-07-26,05:26:00,2002-07-26,07:45:00,2002-07-26,05:26:00,117,PT15011103,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,,
2002,AG102129,Florestal,Faro,Albufeira,Albufeira,Monte Choro,80101,191577,14857,2002-07-18,10:49:00,2002-07-18,20:55:00,2002-07-18,10:49:00,Outros,PT15010101,0.5,1.5,0,2,2,0,0,0,0,1,0,,,,
2002,AG102136,Florestal,Faro,Silves,Silves,Roma,81307,172078,26358,2002-06-22,19:19:00,2002-06-23,04:47:00,,,Outros,PT15011307,6,19.8,0,25.8,25.8,0,0,0,0,1,0,,,448,Intencional
2002,AG102157,Agrícola,Faro,Loulé,Boliqueime,Morgadinho,80804,198702,18844,2002-07-30,05:37:00,2002-07-30,08:15:00,2002-07-30,05:37:00,Outros,PT15010804,0,0,0.005,0,0.005,0,0,0,0,0,1,,,,
2002,AG102145,Florestal,Faro,Tavira,Conceição,Eiras,81402,247272,25838,2002-07-26,05:34:00,2002-07-26,08:20:00,2002-07-26,05:34:00,117,PT15011402,0,1.5,0,1.5,1.5,0,0,0,0,1,0,,,,
2002,AG102106,Florestal,Faro,Faro,Estoi,AZINHEIRO,80502,224452,15587,2002-07-12,01:25:00,2002-07-12,06:00:00,2002-07-12,01:29:00,PV,PT15010502,0,3,0,3,3,0,0,0,0,1,0,,,,
2002,AG102160,Florestal,Faro,Olhão,Moncarapacho,Lagoão,81002,229603,12234,2002-08-01,14:24:00,2002-08-01,18:22:00,2002-08-01,14:24:00,117,PT15011002,0,0.7,0,0.7,0.7,0,0,0,1,0,0,,,,
2002,AG102174,Florestal,Faro,Monchique,Alferce,Maias,80901,166528,39504,2002-08-09,16:25:00,2002-08-10,05:00:00,2002-08-09,16:25:00,PV,PT15010901,0.5,0.55,0,1.05,1.05,0,0,0,0,1,0,,,610,Desconhecida
2002,AG102109,Florestal,Faro,Vila do Bispo,Vila do Bispo,Fonte dos Monteiros,81505,133207,17655,2002-07-12,15:59:00,2002-07-13,00:00:00,2002-07-12,15:59:00,Outros,PT15011505,0,1,0,1,1,0,0,0,0,1,0,,,,
2002,AG102177,Florestal,Faro,Alcoutim,Martim Longo,Tremelgo de Baixo,80203,227331,51524,2002-08-12,12:53:00,2002-08-12,16:45:00,2002-08-12,12:53:00,PV,PT15010203,1.75,1.25,0,3,3,0,0,0,0,1,0,,,,
2002,AG10215,Florestal,Faro,Loulé,Almansil,Quinta do Lago,80801,208670,8478,2002-07-05,12:36:00,2002-07-05,16:40:00,2002-07-05,12:36:00,117,PT15010801,0.7,0,0,0.7,0.7,0,0,0,1,0,0,,,,
2002,AG102100,Florestal,Faro,Vila Real de Santo António,Monte Gordo,Monte Gordo,81603,260583,24051,2002-06-28,16:15:00,2002-06-28,18:04:00,2002-06-28,16:15:00,Outros,PT15011603,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,,
2002,AG102162,Florestal,Faro,Olhão,Olhão,OLHÃO,81003,226007,6819,2002-08-04,08:23:00,2002-08-04,08:35:00,2002-08-04,08:23:00,117,PT15011003,0,0.0005,0,0.0005,0.0005,0,0,0,1,0,0,,,,
2002,AG10212,Florestal,Faro,Portimão,Mexilhoeira Grande,Descampadinho,81102,157916,27109,2002-07-05,17:50:00,2002-07-06,11:50:00,2002-07-05,17:50:00,PV,PT15011102,3.5,15.8,0,19.3,19.3,0,0,0,0,1,0,,,610,Desconhecida
2002,AG102180,Agrícola,Faro,Albufeira,Guia,Tavagueira,80102,185731,17498,2002-08-13,14:50:00,2002-08-14,01:50:00,2002-08-13,14:50:00,PV,PT15010102,0,0,9,0,9,0,0,0,0,0,1,,,,
2002,AG102159,Florestal,Faro,Faro,Montenegro,Pontal,80506,213590,9157,2002-07-31,03:13:00,2002-07-31,05:23:00,2002-07-31,03:13:00,Outros,PT15010506,1,0,0,1,1,1,0,0,0,1,0,,,,
2002,AG102196,Florestal,Faro,Olhão,Quelfes,Brancanes,81005,225274,10196,2002-08-24,18:13:00,2002-08-24,19:00:00,2002-08-24,18:13:00,117,PT15011005,0.001,0,0,0.001,0.001,0,0,0,1,0,0,,,,
2002,AG102164,Florestal,Faro,São Brás de Alportel,São Brás de Alportel,Machados,81201,221884,20283,2002-07-29,15:16:00,2002-08-01,11:30:00,2002-07-29,15:16:00,PV,PT15011201,6,131,8,137,145,0,0,0,0,1,0,,,133,Negligente
2002,AG102128,Florestal,Faro,Tavira,Tavira (santiago),Tavira,81406,242441,17352,2002-07-17,23:23:00,2002-07-17,23:53:00,2002-07-17,23:23:00,Outros,PT15011406,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,,
2002,AG102130,Florestal,Faro,Albufeira,Albufeira,Santa Eulália,80101,191741,13808,2002-07-18,16:58:00,2002-07-18,20:30:00,2002-07-18,16:58:00,117,PT15010101,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,,
2002,AG102104,Florestal,Faro,Vila do Bispo,Raposeira,RAPOSEIRA,81503,132770,13424,2002-07-10,19:20:00,2002-07-10,20:30:00,2002-07-10,19:20:00,Outros,PT15011503,0,0.0005,0,0.0005,0.0005,0,0,0,1,0,0,,,,
2002,AG102112,Agrícola,Faro,Silves,Algoz,ALGOZ,81302,184804,22009,2002-07-13,22:29:00,2002-07-13,23:20:00,2002-07-13,22:29:00,Outros,PT15011302,0,0,0.0005,0,0.0005,0,0,0,0,0,1,,,,
2002,AG102138,Florestal,Faro,Monchique,Marmelete,Vagarosa de Baixo,80902,148392,29992,2002-07-23,15:37:00,2002-07-23,19:15:00,2002-07-23,15:37:00,Outros,PT15010902,0.45,0.25,0,0.7,0.7,0,0,0,1,0,0,,,,
2002,AG102111,Florestal,Faro,Faro,Santa Bárbara de Nexe,Goldra de Cima,80503,214320,18008,2002-07-12,22:58:00,2002-07-13,00:07:00,2002-07-12,22:58:00,117,PT15010503,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2002,AG102150,Florestal,Faro,Monchique,Monchique,Rebolos,80903,163274,38331,2002-07-27,17:40:00,2002-07-27,19:30:00,2002-07-27,17:44:00,PV,PT15010903,0.0012,0,0,0.0012,0.0012,0,0,0,1,0,0,,,,
2002,AG102115,Florestal,Faro,Portimão,Mexilhoeira Grande,Descampadinho,81102,157476,27469,2002-07-15,19:01:00,2002-07-15,20:27:00,2002-07-15,19:01:00,PV,PT15011102,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,,
2002,AG102176,Florestal,Faro,Vila Real de Santo António,Vila Real de Santo António,VILA REAL DE SANTO ANTÓNIO,81602,263542,25683,2002-08-11,13:31:00,2002-08-11,15:45:00,2002-08-11,13:31:00,PV,PT15011602,0.05,0,0,0.05,0.05,0,0,0,1,0,0,,,,
2002,AG102175,Florestal,Faro,Tavira,Santo Estêvão,SANTO ESTEVÃO,81407,237194,18021,2002-08-10,14:45:00,2002-08-10,18:45:00,2002-08-10,14:57:00,PV,PT15011407,2,0,0,2,2,0,0,0,0,1,0,,,,
2002,AG10220,Agrícola,Faro,Tavira,Conceição,Champana,81402,249686,27668,2002-07-06,04:05:00,2002-07-06,07:55:00,2002-07-06,04:05:00,117,PT15011402,0,0,3.2,0,3.2,0,0,0,0,0,1,,,,
2002,AG102166,Florestal,Faro,São Brás de Alportel,São Brás de Alportel,Várzea do Velho,81201,225644,29285,2002-08-03,15:30:00,2002-08-05,19:20:00,2002-08-03,15:34:00,PV,PT15011201,6,89,0,95,95,0,0,0,0,1,0,,,610,Desconhecida
2002,AG10213,Florestal,Faro,Monchique,Monchique,Brejo,80903,164159,39794,2002-07-05,16:37:00,2002-07-05,18:20:00,2002-07-05,16:37:00,PV,PT15010903,0.025,0,0.01,0.025,0.035,0,0,0,1,0,0,,,,
2002,AG102124,Florestal,Faro,Monchique,Alferce,ALFERCE,80901,168404,40896,2002-07-17,19:44:00,2002-07-17,21:30:00,2002-07-17,19:57:00,PV,PT15010901,0.4,0,0,0.4,0.4,0,0,0,1,0,0,,,,
2002,AG102202,Agrícola,Faro,Loulé,Loulé (são Clemente),SANTA LUZIA,80808,210250,21164,2002-08-31,09:36:00,2002-08-31,11:30:00,2002-08-31,09:36:00,117,PT15010808,0,0,0.001,0,0.001,0,0,0,0,0,1,,,,
2002,AG102132,Agrícola,Faro,Lagoa,Parchal,Parchal,80606,165848,19283,2002-07-20,15:30:00,2002-07-20,16:35:00,2002-07-20,15:30:00,117,PT15010606,0,0,0.02,0,0.02,0,0,0,0,0,1,,,,
2002,AG102143,Florestal,Faro,Castro Marim,Castro Marim,Castro Marim,80402,257641,25871,2002-07-25,18:58:00,2002-07-25,19:35:00,2002-07-25,18:58:00,Outros,PT15010402,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2002,AG102152,Agrícola,Faro,Loulé,Quarteira,VILAMOURA,80805,202432,14363,2002-07-28,20:56:00,2002-07-28,22:42:00,2002-07-28,20:56:00,117,PT15010805,0,0,0.01,0,0.01,0,0,0,0,0,1,,,,
2002,AG102197,Florestal,Faro,Monchique,Monchique,Monte Velho,80903,165661,35620,2002-08-25,10:25:00,2002-08-25,13:00:00,2002-08-25,10:25:00,Outros,PT15010903,0,0.11,0,0.11,0.11,0,0,0,1,0,0,,,,
2002,AG10226,Agrícola,Faro,Portimão,Mexilhoeira Grande,Arão,81102,154378,23590,2002-02-15,15:31:00,2002-02-15,17:10:00,2002-02-15,15:31:00,Outros,PT15011102,0,0,0.4,0,0.4,0,0,0,0,0,1,,,,
2002,AG102134,Florestal,Faro,Castro Marim,Castro Marim,Fonte,80402,257881,25138,2002-06-24,00:12:00,2002-06-24,08:05:00,2002-06-24,00:12:00,Outros,PT15010402,3,11,0,14,14,0,0,0,0,1,0,,,446,Intencional
2002,AG102141,Florestal,Faro,Portimão,Mexilhoeira Grande,Pereira,81102,154518,28442,2002-07-25,02:50:00,2002-07-25,04:23:00,2002-07-25,02:50:00,Outros,PT15011102,0.005,0,0,0.005,0.005,0,0,0,1,0,0,,,,
2002,AG102179,Florestal,Faro,Monchique,Monchique,Picota,80903,164780,37160,2002-08-12,17:31:00,2002-08-12,19:30:00,2002-08-12,17:31:00,117,PT15010903,0.006,0,0,0.006,0.006,0,0,0,1,0,0,,,,
2002,AG102185,Florestal,Faro,Monchique,Monchique,Montinhos da Serra,80903,164062,38783,2002-08-20,17:29:00,2002-08-21,17:55:00,2002-08-20,17:29:00,117,PT15010903,0.0025,0,0,0.0025,0.0025,0,0,0,1,0,0,,,,
2002,AG102170,Florestal,Faro,Silves,Silves,Barranco da Caixa de Água,81307,171826,26122,2002-07-17,18:55:00,2002-07-17,20:20:00,2002-07-17,18:56:00,PV,PT15011307,1,0,0,1,1,0,0,0,0,1,0,,,610,Desconhecida
2002,AG102189,Florestal,Faro,Albufeira,Albufeira,Praia da Coelha,80101,185925,11947,2002-08-16,21:43:00,2002-08-17,00:45:00,2002-08-16,21:43:00,117,PT15010101,0,0.07,0,0.07,0.07,0,0,0,1,0,0,,,,
2002,AG102182,Florestal,Faro,Portimão,Mexilhoeira Grande,Vidigal,81102,158812,26314,2002-08-18,00:01:00,2002-08-18,04:19:00,2002-08-18,00:01:00,PV,PT15011102,0.03,0.67,0,0.7000000000000001,0.7000000000000001,0,0,0,1,0,0,,,,
2002,AG102200,Florestal,Faro,Monchique,Monchique,Portela das Eiras,80903,160998,40462,2002-08-30,09:05:00,2002-08-30,09:40:00,2002-08-30,09:05:00,PV,PT15010903,0.006,0,0,0.006,0.006,0,0,0,1,0,0,,,,
2002,AG102156,Florestal,Faro,Portimão,Mexilhoeira Grande,Vidigal Velho,81102,157651,26202,2002-07-29,23:47:00,2002-07-30,20:25:00,2002-07-29,23:47:00,PV,PT15011102,0.72,4.63,3,5.35,8.35,0,0,0,0,1,0,,,610,Desconhecida
2002,AG10240,Florestal,Faro,Vila Real de Santo António,Monte Gordo,Aldeia Nova,81603,259075,24370,2002-05-13,16:40:00,2002-05-13,17:45:00,2002-05-13,16:55:00,Outros,PT15011603,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2002,AG10221,Florestal,Faro,Vila Real de Santo António,Monte Gordo,Monte Gordo,81603,260583,24051,2002-01-14,16:42:00,2002-01-14,17:50:00,2002-01-14,16:42:00,Outros,PT15011603,0,0.001,0,0.001,0.001,0,0,0,1,0,0,,,,
2002,AG102203,Florestal,Faro,Aljezur,Odeceixe,ODECEIXE,80303,143583,52024,2002-08-31,15:26:00,2002-08-31,18:41:00,2002-08-31,15:26:00,Outros,PT15010303,0.5,0,0,0.5,0.5,0,0,0,1,0,0,,,,
2002,AG102163,Florestal,Faro,Tavira,Tavira (santa Maria),Carrapateira,81405,240202,28113,2002-08-04,12:23:00,2002-08-04,19:35:00,2002-08-04,12:38:00,PV,PT15011405,0,4,0,4,4,0,0,0,0,1,0,,,,
2002,AG102113,Florestal,Faro,Silves,São Marcos da Serra,Casas Velhas,81306,183111,49612,2002-07-13,14:00:00,2002-07-14,12:00:00,2002-07-13,14:08:00,PV,PT15011306,11,143.2,0,154.2,154.2,0,0,0,0,1,0,,,610,Desconhecida
2002,AG102167,Florestal,Faro,Alcoutim,Alcoutim,Cortes Pereiras,80201,256709,57894,2002-08-06,19:15:00,2002-08-07,19:05:00,2002-08-06,19:15:00,PV,PT15010201,0,4.1,0,4.1,4.1,0,0,0,0,1,0,,,610,Desconhecida
2002,AG102171,Florestal,Faro,Lagos,Bensafrim,Barragem de Odiáxere,80702,148802,27822,2002-08-09,16:34:00,2002-08-10,19:31:00,2002-08-09,16:34:00,PV,PT15010702,45.3,10,0,55.3,55.3,0,0,0,0,1,0,,,142,Negligente
2002,AG102201,Agrícola,Faro,Albufeira,Albufeira,Branqueira,80101,192670,15172,2002-08-30,19:38:00,2002-08-30,20:00:00,2002-08-30,19:38:00,117,PT15010101,0,0,0.001,0,0.001,0,0,0,0,0,1,,,,
2002,AG102208,Agrícola,Faro,Loulé,Almansil,ALMANSIL,80801,209288,13453,2002-09-04,11:31:00,2002-09-04,12:35:00,2002-09-04,11:31:00,117,PT15010801,0,0.009,0,0.009,0.009,0,0,0,1,0,0,,,,
2002,AG102172,Florestal,Faro,Tavira,Tavira (santiago),Calada,81406,240946,16278,2002-08-09,00:33:00,2002-08-09,01:23:00,2002-08-09,00:33:00,117,PT15011406,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,,
2002,AG10241,Florestal,Faro,Tavira,Santa Catarina Da Fonte Do Bispo,Corte do Peso,81404,232288,21736,2002-05-13,13:12:00,2002-05-13,14:25:00,2002-05-13,13:12:00,117,PT15011404,0,0.4,0,0.4,0.4,0,0,0,1,0,0,,,,
2002,AG102114,Florestal,Faro,Loulé,Boliqueime,Morgadinho,80804,198702,18844,2002-07-14,00:48:00,2002-07-14,03:13:00,2002-07-14,00:48:00,117,PT15010804,0.1,0,0,0.1,0.1,0,0,0,1,0,0,,,,
2002,AG10242,Florestal,Faro,Castro Marim,Castro Marim,Beliche,80402,256024,34486,2002-05-17,19:32:00,2002-05-17,22:30:00,2002-05-17,19:32:00,Outros,PT15010402,0,3,0,3,3,0,0,0,0,1,0,,,,
2002,AG10245,Florestal,Faro,Silves,Silves,Pedreira,81307,170664,25813,2002-05-20,16:29:00,2002-05-20,17:29:00,2002-05-20,16:29:00,117,PT15011307,0.7,0,0,0.7,0.7,0,0,0,1,0,0,,,,
2002,AG102188,Florestal,Faro,Alcoutim,Martim Longo,Tremelgo de Baixo,80203,227331,51524,2002-08-16,16:32:00,2002-08-16,20:39:00,2002-08-16,16:32:00,117,PT15010203,1,0,0,1,1,0,0,0,0,1,0,,,,
2002,AG102213,Florestal,Faro,Tavira,Tavira (santa Maria),TAVIRA,81405,243014,18136,2002-09-08,17:00:00,2002-09-08,17:44:00,2002-09-08,17:00:00,Outros,PT15011405,0,0.02,0,0.02,0.02,0,0,0,1,0,0,,,,
2002,AG102209,Florestal,Faro,Lagos,Odiáxere,Pedra Branca,80704,153307,22802,2002-09-04,11:58:00,2002-09-04,14:20:00,2002-09-04,11:58:00,PV,PT15010704,0.7,0,0,0.7,0.7,0,0,0,1,0,0,,,,
2002,AG10229,Florestal,Faro,Alcoutim,Alcoutim,Pontal,80201,259586,50343,2002-02-25,17:30:00,2002-02-25,18:25:00,2002-02-25,17:30:00,Outros,PT15010201,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,,
2002,AG10219,Florestal,Faro,Monchique,Alferce,Maias,80901,166667,39706,2002-07-06,12:14:00,2002-07-06,13:10:00,2002-07-06,12:14:00,Outros,PT15010901,0,0.002,0,0.002,0.002,0,0,0,1,0,0,,,,
2002,AG10231,Florestal,Faro,Silves,Silves,Odelouca,81307,167674,27044,2002-03-24,13:25:00,2002-03-24,15:50:00,2002-03-24,13:25:00,Outros,PT15011307,0.005,0,0,0.005,0.005,0,0,0,1,0,0,,,,
2002,AG10243,Florestal,Faro,Monchique,Monchique,Barracão,80903,163424,33263,2002-05-18,18:20:00,2002-05-18,20:15:00,2002-05-18,18:20:00,Outros,PT15010903,0.005,0,0,0.005,0.005,0,0,0,1,0,0,,,,
2002,AG102191,Florestal,Faro,Tavira,Santo Estêvão,Esteiramantens,81407,233861,17140,2002-08-17,22:57:00,2002-08-18,23:55:00,2002-08-17,22:57:00,117,PT15011407,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2002,AG10233,Florestal,Faro,Silves,Silves,Odelouca,81307,168065,27019,2002-04-21,15:25:00,2002-04-21,20:48:00,2002-04-21,15:25:00,Outros,PT15011307,3,0,0,3,3,0,0,0,0,1,0,,,,
2002,AG102347,Florestal,Faro,Castro Marim,Altura,Altura,80404,255972,24051,2002-11-07,15:20:00,2002-11-07,16:19:00,2002-11-07,15:20:00,Outros,PT15010404,0,0.0002,0,0.0002,0.0002,0,0,0,1,0,0,,,,
2002,AG10228,Florestal,Faro,Alcoutim,Alcoutim,Guerreiros do Rio,80201,260264,48212,2002-02-23,15:15:00,2002-02-23,16:50:00,2002-02-23,15:15:00,117,PT15010201,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,,
2002,AG10232,Florestal,Faro,Silves,Silves,Pateiro,81307,170892,26665,2002-04-20,17:19:00,2002-04-20,19:55:00,2002-04-20,17:19:00,117,PT15011307,2,0,0,2,2,0,0,0,0,1,0,,,,
2002,AG1027,Florestal,Faro,Tavira,Santa Catarina Da Fonte Do Bispo,Alcaria do Cume,81404,235146,31301,2002-07-04,16:05:00,2002-07-04,20:55:00,2002-07-04,16:05:00,PV,PT15011404,0,1.8,0,1.8,1.8,0,0,0,0,1,0,,,,
2002,AG10248,Florestal,Faro,Monchique,Monchique,Palmeira,80903,162124,36170,2002-05-25,23:56:00,2002-05-26,01:20:00,2002-05-25,23:56:00,117,PT15010903,0,0.005,0,0.005,0.005,0,0,0,1,0,0,,,,
2002,AG102173,Florestal,Faro,Portimão,Portimão,Portimão,81103,164072,19928,2002-08-09,02:19:00,2002-08-09,02:51:00,2002-08-09,02:19:00,117,PT15011103,0.0005,0,0,0.0005,0.0005,0,0,0,1,0,0,,,,
2002,AG102206,Florestal,Faro,Tavira,Cachopo,Relvais,81401,232655,36122,2002-09-01,19:33:00,2002-09-01,21:42:00,2002-09-01,19:33:00,117,PT15011401,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,,
2002,AG10251,Florestal,Faro,Monchique,Monchique,Foz do Carvalhoso,80903,155715,46044,2002-05-28,20:56:00,2002-05-29,04:15:00,2002-05-28,20:56:00,Outros,PT15010903,0,2,0,2,2,0,0,0,0,1,0,,,,
2002,AG102214,Florestal,Faro,Tavira,Santo Estêvão,Cavada,81407,233738,18378,2002-09-08,19:19:00,2002-09-08,21:40:00,2002-09-08,19:19:00,117,PT15011407,0,1,0,1,1,0,0,0,0,1,0,,,,
2002,AG10249,Agrícola,Faro,Silves,São Bartolomeu de Messines,Vale,81305,190056,32276,2002-05-26,19:07:00,2002-05-26,20:15:00,2002-05-26,19:07:00,Outros,PT15011305,0,0,0.01,0,0.01,0,0,0,0,0,1,,,,
2002,AG10218,Agrícola,Faro,Tavira,Conceição,Champana,81402,249686,27668,2002-07-06,10:40:00,2002-07-06,13:15:00,2002-07-06,10:40:00,PV,PT15011402,0,0,1,0,1,1,0,0,0,0,1,,,,
2002,AG102181,Florestal,Faro,Silves,Silves,Barragem do Arade,81307,178022,30973,2002-08-15,16:51:00,2002-08-15,19:56:00,2002-08-15,16:51:00,PV,PT15011307,0,0.5,0,0.5,0.5,0,0,0,1,0,0,,,,
2002,AG102186,Florestal,Faro,Monchique,Monchique,Ladeira,80903,159279,36453,2002-08-21,11:50:00,2002-08-21,22:30:00,2002-08-21,11:50:00,PV,PT15010903,1.8,0,0,1.8,1.8,0,0,0,0,1,0,,,214,Negligente
2002,AG1022,Florestal,Faro,Tavira,Conceição,Mata Sta. Rita,81402,248691,24642,2002-07-01,06:55:00,2002-07-01,08:54:00,2002-07-01,06:55:00,Outros,PT15011402,0,0.1,0,0.1,0.1,0,0,0,1,0,0,,,,
2002,AG10265,Florestal,Faro,Castro Marim,Castro Marim,Castro Marim,80402,258668,27299,2002-06-10,11:57:00,2002-06-10,12:46:00,2002-06-10,11:57:00,Outros,PT15010402,0,0.01,0,0.01,0.01,0,0,0,1,0,0,,,,
